,sample_name,dose,timepoint,drug,viability
2500,BULK1_n2,d10,72h,Mitomycin,0
2501,BULK2_n1,d1,72h,Mitomycin,1.17818181818182
2502,BULK2_n1,d2,72h,Mitomycin,1.19
2503,BULK2_n1,d3,72h,Mitomycin,1.17151515151515
2504,BULK2_n1,d4,72h,Mitomycin,1.1630303030303
2505,BULK2_n1,d5,72h,Mitomycin,1.06121212121212
2506,BULK2_n1,d6,72h,Mitomycin,0.869090909090909
2507,BULK2_n1,d7,72h,Mitomycin,0.589090909090909
2508,BULK2_n1,d8,72h,Mitomycin,0.285151515151515
2509,BULK2_n1,d9,72h,Mitomycin,0.0760606060606061
2510,BULK2_n1,d10,72h,Mitomycin,0
2511,BULK2_n2,d1,72h,Mitomycin,1.31585677749361
2512,BULK2_n2,d2,72h,Mitomycin,1.24712276214834
2513,BULK2_n2,d3,72h,Mitomycin,1.29507672634271
2514,BULK2_n2,d4,72h,Mitomycin,1.34079283887468
2515,BULK2_n2,d5,72h,Mitomycin,1.23369565217391
2516,BULK2_n2,d6,72h,Mitomycin,0.938618925831202
2517,BULK2_n2,d7,72h,Mitomycin,0.473785166240409
2518,BULK2_n2,d8,72h,Mitomycin,0.217710997442455
2519,BULK2_n2,d9,72h,Mitomycin,0.0776854219948849
2520,BULK2_n2,d10,72h,Mitomycin,0
2521,BULK3_n1,d1,72h,Mitomycin,1.1187786259542
2522,BULK3_n1,d2,72h,Mitomycin,1.12468193384224
2523,BULK3_n1,d3,72h,Mitomycin,1.12325699745547
2524,BULK3_n1,d4,72h,Mitomycin,1.08417302798982
2525,BULK3_n1,d5,72h,Mitomycin,1.0406106870229
2526,BULK3_n1,d6,72h,Mitomycin,1.0012213740458
2527,BULK3_n1,d7,72h,Mitomycin,0.384834605597964
2528,BULK3_n1,d8,72h,Mitomycin,0.210788804071247
2529,BULK3_n1,d9,72h,Mitomycin,0.0818320610687023
2530,BULK3_n1,d10,72h,Mitomycin,0
2531,BULK3_n2,d1,72h,Mitomycin,1.08248795983195
2532,BULK3_n2,d2,72h,Mitomycin,1.08494722819961
2533,BULK3_n2,d3,72h,Mitomycin,1.10585100932473
2534,BULK3_n2,d4,72h,Mitomycin,1.14151040065581
2535,BULK3_n2,d5,72h,Mitomycin,1.02582231786044
2536,BULK3_n2,d6,72h,Mitomycin,0.880110667076545
2537,BULK3_n2,d7,72h,Mitomycin,0.376063121221437
2538,BULK3_n2,d8,72h,Mitomycin,0.220206988420945
2539,BULK3_n2,d9,72h,Mitomycin,0.0723434778153499
2540,BULK3_n2,d10,72h,Mitomycin,0
2541,BULK4_n1,d1,72h,Mitomycin,1.55819672131148
2542,BULK4_n1,d2,72h,Mitomycin,1.4422131147541
2543,BULK4_n1,d3,72h,Mitomycin,1.47459016393443
2544,BULK4_n1,d4,72h,Mitomycin,1.42950819672131
2545,BULK4_n1,d5,72h,Mitomycin,1.26065573770492
2546,BULK4_n1,d6,72h,Mitomycin,1.33114754098361
2547,BULK4_n1,d7,72h,Mitomycin,1.28155737704918
2548,BULK4_n1,d8,72h,Mitomycin,0.845081967213115
2549,BULK4_n1,d9,72h,Mitomycin,0.191393442622951
2550,BULK4_n1,d10,72h,Mitomycin,0
2551,BULK4_n2,d1,72h,Mitomycin,1.44980777445536
2552,BULK4_n2,d2,72h,Mitomycin,1.4280222127296
2553,BULK4_n2,d3,72h,Mitomycin,1.39342161469458
2554,BULK4_n2,d4,72h,Mitomycin,1.34045279794959
2555,BULK4_n2,d5,72h,Mitomycin,1.41648868005126
2556,BULK4_n2,d6,72h,Mitomycin,1.14865442118753
2557,BULK4_n2,d7,72h,Mitomycin,1.22469030328919
2558,BULK4_n2,d8,72h,Mitomycin,1.00128150363093
2559,BULK4_n2,d9,72h,Mitomycin,0.189662537377189
2560,BULK4_n2,d10,72h,Mitomycin,0
2561,BULK5_n1,d1,72h,Mitomycin,1.06842818428184
2562,BULK5_n1,d2,72h,Mitomycin,1.05191395663957
2563,BULK5_n1,d3,72h,Mitomycin,1.07935298102981
2564,BULK5_n1,d4,72h,Mitomycin,1.09112466124661
2565,BULK5_n1,d5,72h,Mitomycin,1.05530149051491
2566,BULK5_n1,d6,72h,Mitomycin,1.07283197831978
2567,BULK5_n1,d7,72h,Mitomycin,0.928353658536585
2568,BULK5_n1,d8,72h,Mitomycin,0.90625
2569,BULK5_n1,d9,72h,Mitomycin,0.179793360433604
2570,BULK5_n1,d10,72h,Mitomycin,0
2571,BULK5_n2,d1,72h,Mitomycin,0.989120580235721
2572,BULK5_n2,d2,72h,Mitomycin,1.02859968680458
2573,BULK5_n2,d3,72h,Mitomycin,1.04203412181653
2574,BULK5_n2,d4,72h,Mitomycin,1.07063380862112
2575,BULK5_n2,d5,72h,Mitomycin,0.997774664139125
2576,BULK5_n2,d6,72h,Mitomycin,1.01879172504739
2577,BULK5_n2,d7,72h,Mitomycin,0.839775818016979
2578,BULK5_n2,d8,72h,Mitomycin,0.89639825269925
2579,BULK5_n2,d9,72h,Mitomycin,0.146460067584274
2580,BULK5_n2,d10,72h,Mitomycin,0
2581,BULK6_n1,d1,72h,Mitomycin,0.987189661036164
2582,BULK6_n1,d2,72h,Mitomycin,1.0570230132638
2583,BULK6_n1,d3,72h,Mitomycin,1.0307221403469
2584,BULK6_n1,d4,72h,Mitomycin,1.03661716358689
2585,BULK6_n1,d5,72h,Mitomycin,0.987529758530779
2586,BULK6_n1,d6,72h,Mitomycin,0.936741866001587
2587,BULK6_n1,d7,72h,Mitomycin,0.533159505724975
2588,BULK6_n1,d8,72h,Mitomycin,0.503684389524997
2589,BULK6_n1,d9,72h,Mitomycin,0.131957827910668
2590,BULK6_n1,d10,72h,Mitomycin,0
2591,BULK6_n2,d1,72h,Mitomycin,1.15869931338256
2592,BULK6_n2,d2,72h,Mitomycin,1.20520792848815
2593,BULK6_n2,d3,72h,Mitomycin,1.19873040549294
2594,BULK6_n2,d4,72h,Mitomycin,1.18771861640109
2595,BULK6_n2,d5,72h,Mitomycin,1.16375178131882
2596,BULK6_n2,d6,72h,Mitomycin,0.938722632465345
2597,BULK6_n2,d7,72h,Mitomycin,0.473895582329317
2598,BULK6_n2,d8,72h,Mitomycin,0.362223085891955
2599,BULK6_n2,d9,72h,Mitomycin,0.0994947532063739
2600,BULK6_n2,d10,72h,Mitomycin,0
2601,THP1_n1,d1,72h,Nilotinib,1.5359477124183
2602,THP1_n1,d2,72h,Nilotinib,1.36002178649237
2603,THP1_n1,d3,72h,Nilotinib,1.06427015250545
2604,THP1_n1,d4,72h,Nilotinib,0.740740740740741
2605,THP1_n1,d5,72h,Nilotinib,0.516339869281046
2606,THP1_n1,d6,72h,Nilotinib,0.40359477124183
2607,THP1_n1,d7,72h,Nilotinib,0.393246187363834
2608,THP1_n1,d8,72h,Nilotinib,0.391067538126362
2609,THP1_n1,d9,72h,Nilotinib,0.300108932461874
2610,THP1_n1,d10,72h,Nilotinib,0.212962962962963
2611,THP1_n2,d1,72h,Nilotinib,1.20200752823087
2612,THP1_n2,d2,72h,Nilotinib,1.07904642409034
2613,THP1_n2,d3,72h,Nilotinib,0.930572982015893
2614,THP1_n2,d4,72h,Nilotinib,0.799247176913425
2615,THP1_n2,d5,72h,Nilotinib,0.561689669594312
2616,THP1_n2,d6,72h,Nilotinib,0.530740276035132
2617,THP1_n2,d7,72h,Nilotinib,0.552488498536177
2618,THP1_n2,d8,72h,Nilotinib,0.463822668339607
2619,THP1_n2,d9,72h,Nilotinib,0.446675031367629
2620,THP1_n2,d10,72h,Nilotinib,0.370138017565872
2621,K562_n1,d1,72h,Nilotinib,0.987665463297232
2622,K562_n1,d2,72h,Nilotinib,0.864019253910951
2623,K562_n1,d3,72h,Nilotinib,0.34115523465704
2624,K562_n1,d4,72h,Nilotinib,0.023164861612515
2625,K562_n1,d5,72h,Nilotinib,0
2626,K562_n1,d6,72h,Nilotinib,0
2627,K562_n1,d7,72h,Nilotinib,0
2628,K562_n1,d8,72h,Nilotinib,0
2629,K562_n1,d9,72h,Nilotinib,0
2630,K562_n1,d10,72h,Nilotinib,0
2631,K562_n2,d1,72h,Nilotinib,0.979011966861
2632,K562_n2,d2,72h,Nilotinib,0.896532678735809
2633,K562_n2,d3,72h,Nilotinib,0.369745320650506
2634,K562_n2,d4,72h,Nilotinib,0.0317275237803007
2635,K562_n2,d5,72h,Nilotinib,0
2636,K562_n2,d6,72h,Nilotinib,0
2637,K562_n2,d7,72h,Nilotinib,0
2638,K562_n2,d8,72h,Nilotinib,0
2639,K562_n2,d9,72h,Nilotinib,0
2640,K562_n2,d10,72h,Nilotinib,0
2641,HL60_n1,d1,72h,Nilotinib,1.19887429643527
2642,HL60_n1,d2,72h,Nilotinib,1.1219512195122
2643,HL60_n1,d3,72h,Nilotinib,1.12570356472795
2644,HL60_n1,d4,72h,Nilotinib,1.02251407129456
2645,HL60_n1,d5,72h,Nilotinib,1.04878048780488
2646,HL60_n1,d6,72h,Nilotinib,1.06941838649156
2647,HL60_n1,d7,72h,Nilotinib,0.797373358348968
2648,HL60_n1,d8,72h,Nilotinib,0.457786116322702
2649,HL60_n1,d9,72h,Nilotinib,0.870544090056285
2650,HL60_n1,d10,72h,Nilotinib,0.703564727954972
2651,HL60_n2,d1,72h,Nilotinib,0.963039014373717
2652,HL60_n2,d2,72h,Nilotinib,1.10266940451745
2653,HL60_n2,d3,72h,Nilotinib,0.963039014373717
2654,HL60_n2,d4,72h,Nilotinib,0.913757700205339
2655,HL60_n2,d5,72h,Nilotinib,0.75564681724846
2656,HL60_n2,d6,72h,Nilotinib,0.806981519507187
2657,HL60_n2,d7,72h,Nilotinib,0.66735112936345
2658,HL60_n2,d8,72h,Nilotinib,0.447638603696099
2659,HL60_n2,d9,72h,Nilotinib,0.86652977412731
2660,HL60_n2,d10,72h,Nilotinib,0.694045174537988
2661,SUDHL4_n2,d1,72h,Nilotinib,0.989530070611152
2662,SUDHL4_n2,d2,72h,Nilotinib,1.054541027514
2663,SUDHL4_n2,d3,72h,Nilotinib,1.06379352325298
2664,SUDHL4_n2,d4,72h,Nilotinib,1.08935962990017
2665,SUDHL4_n2,d5,72h,Nilotinib,1.10835159483808
2666,SUDHL4_n2,d6,72h,Nilotinib,1.02775748721695
2667,SUDHL4_n2,d7,72h,Nilotinib,0.843925006087168
2668,SUDHL4_n2,d8,72h,Nilotinib,0.878256635013392
2669,SUDHL4_n2,d9,72h,Nilotinib,0.953737521305089
2670,SUDHL4_n2,d10,72h,Nilotinib,0.996104212320429
2671,SUDHL4_n1,d1,72h,Nilotinib,1.04962962962963
2672,SUDHL4_n1,d2,72h,Nilotinib,1.07703703703704
2673,SUDHL4_n1,d3,72h,Nilotinib,1.10864197530864
2674,SUDHL4_n1,d4,72h,Nilotinib,1.09876543209877
2675,SUDHL4_n1,d5,72h,Nilotinib,1.11481481481481
2676,SUDHL4_n1,d6,72h,Nilotinib,1.04271604938272
2677,SUDHL4_n1,d7,72h,Nilotinib,0.856543209876543
2678,SUDHL4_n1,d8,72h,Nilotinib,0.784444444444444
2679,SUDHL4_n1,d9,72h,Nilotinib,0.965679012345679
2680,SUDHL4_n1,d10,72h,Nilotinib,0.962962962962963
2681,BULK1_n1,d1,72h,Nilotinib,1.13727920669352
2682,BULK1_n1,d2,72h,Nilotinib,0.991323210412148
2683,BULK1_n1,d3,72h,Nilotinib,0.815928106600558
2684,BULK1_n1,d4,72h,Nilotinib,0.675550046482801
2685,BULK1_n1,d5,72h,Nilotinib,0.615122404710257
2686,BULK1_n1,d6,72h,Nilotinib,0.574217539510381
2687,BULK1_n1,d7,72h,Nilotinib,0.492097923768206
2688,BULK1_n1,d8,72h,Nilotinib,0.489928726371243
2689,BULK1_n1,d9,72h,Nilotinib,0.493337465137899
2690,BULK1_n1,d10,72h,Nilotinib,0.507282305546948
2691,BULK1_n2,d1,72h,Nilotinib,1.12682507872889
2692,BULK1_n2,d2,72h,Nilotinib,1.12367592327512
2693,BULK1_n2,d3,72h,Nilotinib,0.841397079874034
2694,BULK1_n2,d4,72h,Nilotinib,0.705983395362153
2695,BULK1_n2,d5,72h,Nilotinib,0.64128256513026
2696,BULK1_n2,d6,72h,Nilotinib,0.603778986544518
2697,BULK1_n2,d7,72h,Nilotinib,0.570855997709705
2698,BULK1_n2,d8,72h,Nilotinib,0.52132837102777
2699,BULK1_n2,d9,72h,Nilotinib,0.523046092184369
2700,BULK1_n2,d10,72h,Nilotinib,0.490409390208989
2701,BULK2_n1,d1,72h,Nilotinib,1.07045735475896
2702,BULK2_n1,d2,72h,Nilotinib,0.926761433868974
2703,BULK2_n1,d3,72h,Nilotinib,0.72929542645241
2704,BULK2_n1,d4,72h,Nilotinib,0.50123609394314
2705,BULK2_n1,d5,72h,Nilotinib,0.477132262051916
2706,BULK2_n1,d6,72h,Nilotinib,0.433250927070457
2707,BULK2_n1,d7,72h,Nilotinib,0.394313967861557
2708,BULK2_n1,d8,72h,Nilotinib,0.381025957972806
2709,BULK2_n1,d9,72h,Nilotinib,0.407911001236094
2710,BULK2_n1,d10,72h,Nilotinib,0.402966625463535
2711,BULK2_n2,d1,72h,Nilotinib,1.15297542043984
2712,BULK2_n2,d2,72h,Nilotinib,1.07438551099612
2713,BULK2_n2,d3,72h,Nilotinib,0.746765847347995
2714,BULK2_n2,d4,72h,Nilotinib,0.53719275549806
2715,BULK2_n2,d5,72h,Nilotinib,0.505174644243208
2716,BULK2_n2,d6,72h,Nilotinib,0.472186287192756
2717,BULK2_n2,d7,72h,Nilotinib,0.404915912031048
2718,BULK2_n2,d8,72h,Nilotinib,0.441138421733506
2719,BULK2_n2,d9,72h,Nilotinib,0.398124191461837
2720,BULK2_n2,d10,72h,Nilotinib,0.377102199223803
2721,BULK3_n1,d1,72h,Nilotinib,0.966828880723011
2722,BULK3_n1,d2,72h,Nilotinib,0.89333598172609
2723,BULK3_n1,d3,72h,Nilotinib,0.453073790843182
2724,BULK3_n1,d4,72h,Nilotinib,0.24888270930579
2725,BULK3_n1,d5,72h,Nilotinib,0.218691031880028
2726,BULK3_n1,d6,72h,Nilotinib,0.204786969907637
2727,BULK3_n1,d7,72h,Nilotinib,0.184427450590923
2728,BULK3_n1,d8,72h,Nilotinib,0.193266461416228
2729,BULK3_n1,d9,72h,Nilotinib,0.194855497070216
2730,BULK3_n1,d10,72h,Nilotinib,0.174396663025127
2731,BULK3_n2,d1,72h,Nilotinib,0.939787606969791
2732,BULK3_n2,d2,72h,Nilotinib,0.891947623466337
2733,BULK3_n2,d3,72h,Nilotinib,0.482008454479843
2734,BULK3_n2,d4,72h,Nilotinib,0.249200948551397
2735,BULK3_n2,d5,72h,Nilotinib,0.222806474894319
2736,BULK3_n2,d6,72h,Nilotinib,0.204350964016909
2737,BULK3_n2,d7,72h,Nilotinib,0.176925456232601
2738,BULK3_n2,d8,72h,Nilotinib,0.193112692030106
2739,BULK3_n2,d9,72h,Nilotinib,0.196412001237241
2740,BULK3_n2,d10,72h,Nilotinib,0.192803381791937
2741,BULK4_n1,d1,72h,Nilotinib,1.39459029435163
2742,BULK4_n1,d2,72h,Nilotinib,1.30588703261734
2743,BULK4_n1,d3,72h,Nilotinib,1.1793953858393
2744,BULK4_n1,d4,72h,Nilotinib,1.07398568019093
2745,BULK4_n1,d5,72h,Nilotinib,0.978918058870326
2746,BULK4_n1,d6,72h,Nilotinib,0.929196499602227
2747,BULK4_n1,d7,72h,Nilotinib,0.830151153540175
2748,BULK4_n1,d8,72h,Nilotinib,0.757358790771679
2749,BULK4_n1,d9,72h,Nilotinib,0.782816229116945
2750,BULK4_n1,d10,72h,Nilotinib,0.710819411296738
2751,BULK4_n2,d1,72h,Nilotinib,1.25531914893617
2752,BULK4_n2,d2,72h,Nilotinib,1.30509835407467
2753,BULK4_n2,d3,72h,Nilotinib,1.16981132075472
2754,BULK4_n2,d4,72h,Nilotinib,1.1063829787234
2755,BULK4_n2,d5,72h,Nilotinib,0.961059815335207
2756,BULK4_n2,d6,72h,Nilotinib,0.847049377759936
2757,BULK4_n2,d7,72h,Nilotinib,0.690887193898033
2758,BULK4_n2,d8,72h,Nilotinib,0.72099558410277
2759,BULK4_n2,d9,72h,Nilotinib,0.74508229626656
2760,BULK4_n2,d10,72h,Nilotinib,0.731834604576475
2761,BULK5_n1,d1,72h,Nilotinib,1.01799326360574
2762,BULK5_n1,d2,72h,Nilotinib,0.90046091118596
2763,BULK5_n1,d3,72h,Nilotinib,0.544141109732317
2764,BULK5_n1,d4,72h,Nilotinib,0.269633043786563
2765,BULK5_n1,d5,72h,Nilotinib,0.224516929622407
2766,BULK5_n1,d6,72h,Nilotinib,0.212816876440347
2767,BULK5_n1,d7,72h,Nilotinib,0.190657684807658
2768,BULK5_n1,d8,72h,Nilotinib,0.196950895231342
2769,BULK5_n1,d9,72h,Nilotinib,0.204573657152987
2770,BULK5_n1,d10,72h,Nilotinib,0.191632689239497
2771,BULK5_n2,d1,72h,Nilotinib,0.975094145840466
2772,BULK5_n2,d2,72h,Nilotinib,0.943769257103732
2773,BULK5_n2,d3,72h,Nilotinib,0.511554262238959
2774,BULK5_n2,d4,72h,Nilotinib,0.282608695652174
2775,BULK5_n2,d5,72h,Nilotinib,0.224666210201986
2776,BULK5_n2,d6,72h,Nilotinib,0.216621020198562
2777,BULK5_n2,d7,72h,Nilotinib,0.181444710715508
2778,BULK5_n2,d8,72h,Nilotinib,0.169633687093461
2779,BULK5_n2,d9,72h,Nilotinib,0.178449161246149
2780,BULK5_n2,d10,72h,Nilotinib,0.191116056145156
2781,BULK6_n1,d1,72h,Nilotinib,1.15750583354939
2782,BULK6_n1,d2,72h,Nilotinib,1.02009333679025
2783,BULK6_n1,d3,72h,Nilotinib,0.557816956183562
2784,BULK6_n1,d4,72h,Nilotinib,0.342753435312419
2785,BULK6_n1,d5,72h,Nilotinib,0.314104226082447
2786,BULK6_n1,d6,72h,Nilotinib,0.298548094373866
2787,BULK6_n1,d7,72h,Nilotinib,0.251101892662691
2788,BULK6_n1,d8,72h,Nilotinib,0.251231527093596
2789,BULK6_n1,d9,72h,Nilotinib,0.271065595022038
2790,BULK6_n1,d10,72h,Nilotinib,0.229841845994296
2791,BULK6_n2,d1,72h,Nilotinib,0.9654157468727
2792,BULK6_n2,d2,72h,Nilotinib,0.929727740986019
2793,BULK6_n2,d3,72h,Nilotinib,0.518886436104979
2794,BULK6_n2,d4,72h,Nilotinib,0.292739759627177
2795,BULK6_n2,d5,72h,Nilotinib,0.269806230071131
2796,BULK6_n2,d6,72h,Nilotinib,0.254721609026245
2797,BULK6_n2,d7,72h,Nilotinib,0.219033603139563
2798,BULK6_n2,d8,72h,Nilotinib,0.225656119695855
2799,BULK6_n2,d9,72h,Nilotinib,0.226269315673289
2800,BULK6_n2,d10,72h,Nilotinib,0.216090262447878
2801,SUDHL4_n1,d1,72h,Oxaliplatin,1.76487948844073
2802,SUDHL4_n1,d2,72h,Oxaliplatin,1.71716674864732
2803,SUDHL4_n1,d3,72h,Oxaliplatin,1.81898671913428
2804,SUDHL4_n1,d4,72h,Oxaliplatin,1.69995081160846
2805,SUDHL4_n1,d5,72h,Oxaliplatin,1.5976389572061
2806,SUDHL4_n1,d6,72h,Oxaliplatin,1.66453516969995
2807,SUDHL4_n1,d7,72h,Oxaliplatin,1.50319724545007
2808,SUDHL4_n1,d8,72h,Oxaliplatin,1.39990162321692
2809,SUDHL4_n1,d9,72h,Oxaliplatin,1.42105263157895
2810,SUDHL4_n1,d10,72h,Oxaliplatin,1.03738317757009
2811,SUDHL4_n2,d1,72h,Oxaliplatin,1.32380952380952
2812,SUDHL4_n2,d2,72h,Oxaliplatin,1.43733333333333
2813,SUDHL4_n2,d3,72h,Oxaliplatin,1.42628571428571
2814,SUDHL4_n2,d4,72h,Oxaliplatin,1.50285714285714
2815,SUDHL4_n2,d5,72h,Oxaliplatin,1.44495238095238
2816,SUDHL4_n2,d6,72h,Oxaliplatin,1.54704761904762
2817,SUDHL4_n2,d7,72h,Oxaliplatin,1.4647619047619
2818,SUDHL4_n2,d8,72h,Oxaliplatin,1.28152380952381
2819,SUDHL4_n2,d9,72h,Oxaliplatin,1.33942857142857
2820,SUDHL4_n2,d10,72h,Oxaliplatin,1.0167619047619
2821,K562_n1,d1,72h,Oxaliplatin,1.02194375808919
2822,K562_n1,d2,72h,Oxaliplatin,1.05300623602777
2823,K562_n1,d3,72h,Oxaliplatin,1.05577126720791
2824,K562_n1,d4,72h,Oxaliplatin,1.10465937169079
2825,K562_n1,d5,72h,Oxaliplatin,1.08224496999647
2826,K562_n1,d6,72h,Oxaliplatin,1.15925402988587
2827,K562_n1,d7,72h,Oxaliplatin,1.14537004353453
2828,K562_n1,d8,72h,Oxaliplatin,1.13842805035887
2829,K562_n1,d9,72h,Oxaliplatin,1.1230733027415
2830,K562_n1,d10,72h,Oxaliplatin,0.857277326744323
2831,K562_n2,d1,72h,Oxaliplatin,1.05504966887417
2832,K562_n2,d2,72h,Oxaliplatin,1.0667573320719
2833,K562_n2,d3,72h,Oxaliplatin,1.0916508987701
2834,K562_n2,d4,72h,Oxaliplatin,1.10826631977294
2835,K562_n2,d5,72h,Oxaliplatin,1.13428334910123
2836,K562_n2,d6,72h,Oxaliplatin,1.13404683065279
2837,K562_n2,d7,72h,Oxaliplatin,1.10950804162725
2838,K562_n2,d8,72h,Oxaliplatin,1.13209555345317
2839,K562_n2,d9,72h,Oxaliplatin,1.05144276253548
2840,K562_n2,d10,72h,Oxaliplatin,0.813741721854305
2841,HL60_n1,d1,72h,Oxaliplatin,1.39255499153976
2842,HL60_n1,d2,72h,Oxaliplatin,1.54483925549915
2843,HL60_n1,d3,72h,Oxaliplatin,1.38578680203046
2844,HL60_n1,d4,72h,Oxaliplatin,1.31472081218274
2845,HL60_n1,d5,72h,Oxaliplatin,1.36040609137056
2846,HL60_n1,d6,72h,Oxaliplatin,1.3756345177665
2847,HL60_n1,d7,72h,Oxaliplatin,1.74450084602369
2848,HL60_n1,d8,72h,Oxaliplatin,1.59390862944162
2849,HL60_n1,d9,72h,Oxaliplatin,1.25042301184433
2850,HL60_n1,d10,72h,Oxaliplatin,0.241962774957699
2851,HL60_n2,d1,72h,Oxaliplatin,0.834231805929919
2852,HL60_n2,d2,72h,Oxaliplatin,0.932614555256065
2853,HL60_n2,d3,72h,Oxaliplatin,0.807277628032345
2854,HL60_n2,d4,72h,Oxaliplatin,0.707547169811321
2855,HL60_n2,d5,72h,Oxaliplatin,0.946091644204852
2856,HL60_n2,d6,72h,Oxaliplatin,1.04177897574124
2857,HL60_n2,d7,72h,Oxaliplatin,1.21024258760108
2858,HL60_n2,d8,72h,Oxaliplatin,1.19407008086253
2859,HL60_n2,d9,72h,Oxaliplatin,1.02830188679245
2860,HL60_n2,d10,72h,Oxaliplatin,0.285714285714286
2861,THP1_n2,d1,72h,Oxaliplatin,1.12727272727273
2862,THP1_n2,d2,72h,Oxaliplatin,1.13752913752914
2863,THP1_n2,d3,72h,Oxaliplatin,1.14825174825175
2864,THP1_n2,d4,72h,Oxaliplatin,1.20839160839161
2865,THP1_n2,d5,72h,Oxaliplatin,1.18997668997669
2866,THP1_n2,d6,72h,Oxaliplatin,1.25734265734266
2867,THP1_n2,d7,72h,Oxaliplatin,1.26433566433566
2868,THP1_n2,d8,72h,Oxaliplatin,1.37738927738928
2869,THP1_n2,d9,72h,Oxaliplatin,1.15174825174825
2870,THP1_n2,d10,72h,Oxaliplatin,0.716083916083916
2871,THP1_n1,d1,72h,Oxaliplatin,1.14851258581236
2872,THP1_n1,d2,72h,Oxaliplatin,1.13798627002288
2873,THP1_n1,d3,72h,Oxaliplatin,1.21853546910755
2874,THP1_n1,d4,72h,Oxaliplatin,1.23935926773455
2875,THP1_n1,d5,72h,Oxaliplatin,1.25057208237986
2876,THP1_n1,d6,72h,Oxaliplatin,1.26704805491991
2877,THP1_n1,d7,72h,Oxaliplatin,1.32151029748284
2878,THP1_n1,d8,72h,Oxaliplatin,1.35194508009153
2879,THP1_n1,d9,72h,Oxaliplatin,1.08810068649886
2880,THP1_n1,d10,72h,Oxaliplatin,0.640503432494279
2881,BULK1_n1,d1,72h,Oxaliplatin,1.38259705488621
2882,BULK1_n1,d2,72h,Oxaliplatin,1.27951807228916
2883,BULK1_n1,d3,72h,Oxaliplatin,1.3384203480589
2884,BULK1_n1,d4,72h,Oxaliplatin,1.36840696117805
2885,BULK1_n1,d5,72h,Oxaliplatin,1.35582329317269
2886,BULK1_n1,d6,72h,Oxaliplatin,1.29825970548862
2887,BULK1_n1,d7,72h,Oxaliplatin,1.33601070950469
2888,BULK1_n1,d8,72h,Oxaliplatin,1.14136546184739
2889,BULK1_n1,d9,72h,Oxaliplatin,1.01552878179384
2890,BULK1_n1,d10,72h,Oxaliplatin,0.48380187416332
2891,BULK1_n2,d1,72h,Oxaliplatin,0.959417273673257
2892,BULK1_n2,d2,72h,Oxaliplatin,1.03642039542144
2893,BULK1_n2,d3,72h,Oxaliplatin,1.13860561914672
2894,BULK1_n2,d4,72h,Oxaliplatin,1.17981269510926
2895,BULK1_n2,d5,72h,Oxaliplatin,1.17793964620187
2896,BULK1_n2,d6,72h,Oxaliplatin,1.21207075962539
2897,BULK1_n2,d7,72h,Oxaliplatin,1.24599375650364
2898,BULK1_n2,d8,72h,Oxaliplatin,0.99687825182102
2899,BULK1_n2,d9,72h,Oxaliplatin,0.9789802289282
2900,BULK1_n2,d10,72h,Oxaliplatin,0.506555671175859
2901,BULK2_n1,d1,72h,Oxaliplatin,1.06110035941388
2902,BULK2_n1,d2,72h,Oxaliplatin,1.09648880287531
2903,BULK2_n1,d3,72h,Oxaliplatin,1.1974011611833
2904,BULK2_n1,d4,72h,Oxaliplatin,1.14653027370749
2905,BULK2_n1,d5,72h,Oxaliplatin,1.11971246889688
2906,BULK2_n1,d6,72h,Oxaliplatin,1.25960740945535
2907,BULK2_n1,d7,72h,Oxaliplatin,1.2338954935029
2908,BULK2_n1,d8,72h,Oxaliplatin,1.21896599391761
2909,BULK2_n1,d9,72h,Oxaliplatin,1.17832457837987
2910,BULK2_n1,d10,72h,Oxaliplatin,0.645009676527509
2911,BULK2_n2,d1,72h,Oxaliplatin,1.36632468316234
2912,BULK2_n2,d2,72h,Oxaliplatin,1.23777911888956
2913,BULK2_n2,d3,72h,Oxaliplatin,1.27097163548582
2914,BULK2_n2,d4,72h,Oxaliplatin,1.34369342184671
2915,BULK2_n2,d5,72h,Oxaliplatin,1.2893783946892
2916,BULK2_n2,d6,72h,Oxaliplatin,1.26885938442969
2917,BULK2_n2,d7,72h,Oxaliplatin,1.28605914302957
2918,BULK2_n2,d8,72h,Oxaliplatin,1.13367531683766
2919,BULK2_n2,d9,72h,Oxaliplatin,1.1997585998793
2920,BULK2_n2,d10,72h,Oxaliplatin,0.76101388050694
2921,BULK3_n1,d1,72h,Oxaliplatin,1.02357862711542
2922,BULK3_n1,d2,72h,Oxaliplatin,1.09716676174178
2923,BULK3_n1,d3,72h,Oxaliplatin,1.11960448754516
2924,BULK3_n1,d4,72h,Oxaliplatin,1.09459973378969
2925,BULK3_n1,d5,72h,Oxaliplatin,1.10943145084617
2926,BULK3_n1,d6,72h,Oxaliplatin,1.15582810420232
2927,BULK3_n1,d7,72h,Oxaliplatin,1.14717626925271
2928,BULK3_n1,d8,72h,Oxaliplatin,1.06940482981555
2929,BULK3_n1,d9,72h,Oxaliplatin,1.04554097737212
2930,BULK3_n1,d10,72h,Oxaliplatin,0.795018064270774
2931,BULK3_n2,d1,72h,Oxaliplatin,1.06602687140115
2932,BULK3_n2,d2,72h,Oxaliplatin,1.09750479846449
2933,BULK3_n2,d3,72h,Oxaliplatin,1.11017274472169
2934,BULK3_n2,d4,72h,Oxaliplatin,1.09107485604607
