,sample_name,dose,timepoint,drug,viability
1119,BULK2_n2,d9,48h,Nilotinib,0.544682422451994
1120,BULK2_n2,d10,48h,Nilotinib,0.552067946824225
1121,BULK3_n1,d1,48h,Nilotinib,1.02736801242236
1122,BULK3_n1,d2,48h,Nilotinib,1.02329192546584
1123,BULK3_n1,d3,48h,Nilotinib,0.769215838509317
1124,BULK3_n1,d4,48h,Nilotinib,0.506599378881988
1125,BULK3_n1,d5,48h,Nilotinib,0.389557453416149
1126,BULK3_n1,d6,48h,Nilotinib,0.391886645962733
1127,BULK3_n1,d7,48h,Nilotinib,0.343361801242236
1128,BULK3_n1,d8,48h,Nilotinib,0.338121118012422
1129,BULK3_n1,d9,48h,Nilotinib,0.356560559006211
1130,BULK3_n1,d10,48h,Nilotinib,0.365295031055901
1131,BULK3_n2,d1,48h,Nilotinib,1.01898981989037
1132,BULK3_n2,d2,48h,Nilotinib,1.00215348472984
1133,BULK3_n2,d3,48h,Nilotinib,0.762725137039937
1134,BULK3_n2,d4,48h,Nilotinib,0.480814408770556
1135,BULK3_n2,d5,48h,Nilotinib,0.384299138606108
1136,BULK3_n2,d6,48h,Nilotinib,0.374902114330462
1137,BULK3_n2,d7,48h,Nilotinib,0.328700078308536
1138,BULK3_n2,d8,48h,Nilotinib,0.33770555990603
1139,BULK3_n2,d9,48h,Nilotinib,0.35708692247455
1140,BULK3_n2,d10,48h,Nilotinib,0.320281910728269
1141,BULK4_n1,d1,48h,Nilotinib,1.02582311168496
1142,BULK4_n1,d2,48h,Nilotinib,0.97546804389929
1143,BULK4_n1,d3,48h,Nilotinib,0.999677211103938
1144,BULK4_n1,d4,48h,Nilotinib,0.922530664945126
1145,BULK4_n1,d5,48h,Nilotinib,0.852808263395739
1146,BULK4_n1,d6,48h,Nilotinib,0.83989670755326
1147,BULK4_n1,d7,48h,Nilotinib,0.741446094254358
1148,BULK4_n1,d8,48h,Nilotinib,0.795997417688831
1149,BULK4_n1,d9,48h,Nilotinib,0.774047772756617
1150,BULK4_n1,d10,48h,Nilotinib,0.750161394448031
1151,BULK4_n2,d1,48h,Nilotinib,1.0427568602425
1152,BULK4_n2,d2,48h,Nilotinib,0.990427568602425
1153,BULK4_n2,d3,48h,Nilotinib,0.983407785577537
1154,BULK4_n2,d4,48h,Nilotinib,0.948627951499681
1155,BULK4_n2,d5,48h,Nilotinib,0.868219527760051
1156,BULK4_n2,d6,48h,Nilotinib,0.845245692405871
1157,BULK4_n2,d7,48h,Nilotinib,0.764518187619655
1158,BULK4_n2,d8,48h,Nilotinib,0.771218889597958
1159,BULK4_n2,d9,48h,Nilotinib,0.75654116145501
1160,BULK4_n2,d10,48h,Nilotinib,0.772495213784301
1161,BULK5_n1,d1,48h,Nilotinib,0.96069399662214
1162,BULK5_n1,d2,48h,Nilotinib,0.980961154613849
1163,BULK5_n1,d3,48h,Nilotinib,0.71963764778136
1164,BULK5_n1,d4,48h,Nilotinib,0.488254260709351
1165,BULK5_n1,d5,48h,Nilotinib,0.373407032089667
1166,BULK5_n1,d6,48h,Nilotinib,0.363734070320897
1167,BULK5_n1,d7,48h,Nilotinib,0.329187778289575
1168,BULK5_n1,d8,48h,Nilotinib,0.347458928297252
1169,BULK5_n1,d9,48h,Nilotinib,0.352679256870874
1170,BULK5_n1,d10,48h,Nilotinib,0.346844771994473
1171,BULK5_n2,d1,48h,Nilotinib,1.03811222834901
1172,BULK5_n2,d2,48h,Nilotinib,0.972105092442426
1173,BULK5_n2,d3,48h,Nilotinib,0.789166396367175
1174,BULK5_n2,d4,48h,Nilotinib,0.526273110606552
1175,BULK5_n2,d5,48h,Nilotinib,0.41566655854687
1176,BULK5_n2,d6,48h,Nilotinib,0.375932533246838
1177,BULK5_n2,d7,48h,Nilotinib,0.339928640934155
1178,BULK5_n2,d8,48h,Nilotinib,0.32760298410639
1179,BULK5_n2,d9,48h,Nilotinib,0.355335711968861
1180,BULK5_n2,d10,48h,Nilotinib,0.349659422640285
1181,BULK6_n1,d1,48h,Nilotinib,1.01403359557729
1182,BULK6_n1,d2,48h,Nilotinib,0.992557941739315
1183,BULK6_n1,d3,48h,Nilotinib,0.762492026366149
1184,BULK6_n1,d4,48h,Nilotinib,0.509249415266851
1185,BULK6_n1,d5,48h,Nilotinib,0.417180523070381
1186,BULK6_n1,d6,48h,Nilotinib,0.382947055071231
1187,BULK6_n1,d7,48h,Nilotinib,0.353816712736551
1188,BULK6_n1,d8,48h,Nilotinib,0.386136508611525
1189,BULK6_n1,d9,48h,Nilotinib,0.366999787369764
1190,BULK6_n1,d10,48h,Nilotinib,0.369763980438018
1191,BULK6_n2,d1,48h,Nilotinib,1.00209599664641
1192,BULK6_n2,d2,48h,Nilotinib,0.962272060364703
1193,BULK6_n2,d3,48h,Nilotinib,0.71494445608887
1194,BULK6_n2,d4,48h,Nilotinib,0.493397610563823
1195,BULK6_n2,d5,48h,Nilotinib,0.423600922238524
1196,BULK6_n2,d6,48h,Nilotinib,0.406623349402641
1197,BULK6_n2,d7,48h,Nilotinib,0.375602599035842
1198,BULK6_n2,d8,48h,Nilotinib,0.334940264095577
1199,BULK6_n2,d9,48h,Nilotinib,0.376650597359044
1200,BULK6_n2,d10,48h,Nilotinib,0.353385034583945
1201,SUDHL4_n1,d1,48h,Oxaliplatin,1.36627335299902
1202,SUDHL4_n1,d2,48h,Oxaliplatin,1.45034414945919
1203,SUDHL4_n1,d3,48h,Oxaliplatin,1.28515240904621
1204,SUDHL4_n1,d4,48h,Oxaliplatin,1.20403146509341
1205,SUDHL4_n1,d5,48h,Oxaliplatin,1.31760078662734
1206,SUDHL4_n1,d6,48h,Oxaliplatin,1.3677482792527
1207,SUDHL4_n1,d7,48h,Oxaliplatin,1.28761061946903
1208,SUDHL4_n1,d8,48h,Oxaliplatin,1.16961651917404
1209,SUDHL4_n1,d9,48h,Oxaliplatin,1.2173058013766
1210,SUDHL4_n1,d10,48h,Oxaliplatin,1.07276302851524
1211,SUDHL4_n2,d1,48h,Oxaliplatin,1.30421555845285
1212,SUDHL4_n2,d2,48h,Oxaliplatin,1.3541938287701
1213,SUDHL4_n2,d3,48h,Oxaliplatin,1.33333333333333
1214,SUDHL4_n2,d4,48h,Oxaliplatin,1.34463276836158
1215,SUDHL4_n2,d5,48h,Oxaliplatin,1.33898305084746
1216,SUDHL4_n2,d6,48h,Oxaliplatin,1.48370273794003
1217,SUDHL4_n2,d7,48h,Oxaliplatin,1.43459365493264
1218,SUDHL4_n2,d8,48h,Oxaliplatin,1.34289439374185
1219,SUDHL4_n2,d9,48h,Oxaliplatin,1.27553237722729
1220,SUDHL4_n2,d10,48h,Oxaliplatin,1.1264667535854
1221,K562_n1,d1,48h,Oxaliplatin,1.14638708407167
1222,K562_n1,d2,48h,Oxaliplatin,1.16292577278992
1223,K562_n1,d3,48h,Oxaliplatin,1.21106517030912
1224,K562_n1,d4,48h,Oxaliplatin,1.20486316203977
1225,K562_n1,d5,48h,Oxaliplatin,1.2056507186454
1226,K562_n1,d6,48h,Oxaliplatin,1.27485725536523
1227,K562_n1,d7,48h,Oxaliplatin,1.21805473518409
1228,K562_n1,d8,48h,Oxaliplatin,1.12000393778303
1229,K562_n1,d9,48h,Oxaliplatin,0.997243551880291
1230,K562_n1,d10,48h,Oxaliplatin,0.692557590076787
1231,K562_n2,d1,48h,Oxaliplatin,1.03897732754462
1232,K562_n2,d2,48h,Oxaliplatin,1.1013024602026
1233,K562_n2,d3,48h,Oxaliplatin,1.17375783888085
1234,K562_n2,d4,48h,Oxaliplatin,1.1155812831645
1235,K562_n2,d5,48h,Oxaliplatin,1.12050168837434
1236,K562_n2,d6,48h,Oxaliplatin,1.18301977809937
1237,K562_n2,d7,48h,Oxaliplatin,1.15552339604438
1238,K562_n2,d8,48h,Oxaliplatin,1.13207911239749
1239,K562_n2,d9,48h,Oxaliplatin,1.08277858176556
1240,K562_n2,d10,48h,Oxaliplatin,0.679787747226242
1241,HL60_n1,d1,48h,Oxaliplatin,1.27314112291351
1242,HL60_n1,d2,48h,Oxaliplatin,1.35660091047041
1243,HL60_n1,d3,48h,Oxaliplatin,1.41881638846737
1244,HL60_n1,d4,48h,Oxaliplatin,1.47344461305008
1245,HL60_n1,d5,48h,Oxaliplatin,1.44916540212443
1246,HL60_n1,d6,48h,Oxaliplatin,1.39301972685888
1247,HL60_n1,d7,48h,Oxaliplatin,1.48254931714719
1248,HL60_n1,d8,48h,Oxaliplatin,1.44764795144158
1249,HL60_n1,d9,48h,Oxaliplatin,1.00151745068285
1250,HL60_n1,d10,48h,Oxaliplatin,0.512898330804249
1251,HL60_n2,d1,48h,Oxaliplatin,1.21428571428571
1252,HL60_n2,d2,48h,Oxaliplatin,1.23492063492063
1253,HL60_n2,d3,48h,Oxaliplatin,1.23492063492063
1254,HL60_n2,d4,48h,Oxaliplatin,1.20952380952381
1255,HL60_n2,d5,48h,Oxaliplatin,1.16984126984127
1256,HL60_n2,d6,48h,Oxaliplatin,1.32063492063492
1257,HL60_n2,d7,48h,Oxaliplatin,1.2984126984127
1258,HL60_n2,d8,48h,Oxaliplatin,1.38095238095238
1259,HL60_n2,d9,48h,Oxaliplatin,1.08888888888889
1260,HL60_n2,d10,48h,Oxaliplatin,0.544444444444444
1261,THP1_n2,d1,48h,Oxaliplatin,1.06319264324452
1262,THP1_n2,d2,48h,Oxaliplatin,1.12968639471823
1263,THP1_n2,d3,48h,Oxaliplatin,1.15538788021693
1264,THP1_n2,d4,48h,Oxaliplatin,1.14171186041028
1265,THP1_n2,d5,48h,Oxaliplatin,1.1457203489743
1266,THP1_n2,d6,48h,Oxaliplatin,1.1563310539967
1267,THP1_n2,d7,48h,Oxaliplatin,1.14831407686866
1268,THP1_n2,d8,48h,Oxaliplatin,1.09502475831172
1269,THP1_n2,d9,48h,Oxaliplatin,1.01556236736619
1270,THP1_n2,d10,48h,Oxaliplatin,0.777175194529592
1271,THP1_n1,d1,48h,Oxaliplatin,1.08366911590424
1272,THP1_n1,d2,48h,Oxaliplatin,1.11543019672908
1273,THP1_n1,d3,48h,Oxaliplatin,1.13534012799242
1274,THP1_n1,d4,48h,Oxaliplatin,1.15074662242238
1275,THP1_n1,d5,48h,Oxaliplatin,1.12562218535198
1276,THP1_n1,d6,48h,Oxaliplatin,1.1092675989571
1277,THP1_n1,d7,48h,Oxaliplatin,1.09386110452714
1278,THP1_n1,d8,48h,Oxaliplatin,1.05119696610571
1279,THP1_n1,d9,48h,Oxaliplatin,1.01398435648258
1280,THP1_n1,d10,48h,Oxaliplatin,0.769850675515525
1281,BULK1_n1,d1,48h,Oxaliplatin,1.14124809741248
1282,BULK1_n1,d2,48h,Oxaliplatin,1.15129375951294
1283,BULK1_n1,d3,48h,Oxaliplatin,1.19086757990868
1284,BULK1_n1,d4,48h,Oxaliplatin,1.17077625570776
1285,BULK1_n1,d5,48h,Oxaliplatin,1.18721461187215
1286,BULK1_n1,d6,48h,Oxaliplatin,1.24322678843227
1287,BULK1_n1,d7,48h,Oxaliplatin,1.13881278538813
1288,BULK1_n1,d8,48h,Oxaliplatin,1.06666666666667
1289,BULK1_n1,d9,48h,Oxaliplatin,1.04870624048706
1290,BULK1_n1,d10,48h,Oxaliplatin,0.739421613394216
1291,BULK1_n2,d1,48h,Oxaliplatin,1.04024024024024
1292,BULK1_n2,d2,48h,Oxaliplatin,1.04144144144144
1293,BULK1_n2,d3,48h,Oxaliplatin,1.03543543543544
1294,BULK1_n2,d4,48h,Oxaliplatin,1.09489489489489
1295,BULK1_n2,d5,48h,Oxaliplatin,1.13063063063063
1296,BULK1_n2,d6,48h,Oxaliplatin,1.13273273273273
1297,BULK1_n2,d7,48h,Oxaliplatin,1.11771771771772
1298,BULK1_n2,d8,48h,Oxaliplatin,0.996996996996997
1299,BULK1_n2,d9,48h,Oxaliplatin,0.996696696696697
1300,BULK1_n2,d10,48h,Oxaliplatin,0.753453453453453
1301,BULK2_n1,d1,48h,Oxaliplatin,1.19880715705765
1302,BULK2_n1,d2,48h,Oxaliplatin,1.09542743538767
1303,BULK2_n1,d3,48h,Oxaliplatin,1.14711729622266
1304,BULK2_n1,d4,48h,Oxaliplatin,1.15467196819085
1305,BULK2_n1,d5,48h,Oxaliplatin,1.13638170974155
1306,BULK2_n1,d6,48h,Oxaliplatin,1.14075546719682
1307,BULK2_n1,d7,48h,Oxaliplatin,1.07355864811133
1308,BULK2_n1,d8,48h,Oxaliplatin,1.13677932405567
1309,BULK2_n1,d9,48h,Oxaliplatin,1.06202783300199
1310,BULK2_n1,d10,48h,Oxaliplatin,0.809940357852883
1311,BULK2_n2,d1,48h,Oxaliplatin,1.13398058252427
1312,BULK2_n2,d2,48h,Oxaliplatin,1.12427184466019
1313,BULK2_n2,d3,48h,Oxaliplatin,1.18679611650485
1314,BULK2_n2,d4,48h,Oxaliplatin,1.22912621359223
1315,BULK2_n2,d5,48h,Oxaliplatin,1.24621359223301
1316,BULK2_n2,d6,48h,Oxaliplatin,1.29825242718447
1317,BULK2_n2,d7,48h,Oxaliplatin,1.18252427184466
1318,BULK2_n2,d8,48h,Oxaliplatin,1.06873786407767
1319,BULK2_n2,d9,48h,Oxaliplatin,1.04699029126214
1320,BULK2_n2,d10,48h,Oxaliplatin,0.834174757281553
1321,BULK3_n1,d1,48h,Oxaliplatin,1.06175908221797
1322,BULK3_n1,d2,48h,Oxaliplatin,1.09158699808795
1323,BULK3_n1,d3,48h,Oxaliplatin,1.10344168260038
1324,BULK3_n1,d4,48h,Oxaliplatin,1.08833652007648
1325,BULK3_n1,d5,48h,Oxaliplatin,1.14072657743786
1326,BULK3_n1,d6,48h,Oxaliplatin,1.18279158699809
1327,BULK3_n1,d7,48h,Oxaliplatin,1.14015296367113
1328,BULK3_n1,d8,48h,Oxaliplatin,1.07093690248566
1329,BULK3_n1,d9,48h,Oxaliplatin,1.07629063097514
1330,BULK3_n1,d10,48h,Oxaliplatin,0.754302103250478
1331,BULK3_n2,d1,48h,Oxaliplatin,1.10717836548021
1332,BULK3_n2,d2,48h,Oxaliplatin,1.16305428514615
1333,BULK3_n2,d3,48h,Oxaliplatin,1.17498508649831
1334,BULK3_n2,d4,48h,Oxaliplatin,1.15669119109167
1335,BULK3_n2,d5,48h,Oxaliplatin,1.18870550805329
1336,BULK3_n2,d6,48h,Oxaliplatin,1.23046331278584
1337,BULK3_n2,d7,48h,Oxaliplatin,1.16822429906542
1338,BULK3_n2,d8,48h,Oxaliplatin,1.08789023662756
1339,BULK3_n2,d9,48h,Oxaliplatin,1.11751839331875
1340,BULK3_n2,d10,48h,Oxaliplatin,0.797772917080931
1341,BULK4_n1,d1,48h,Oxaliplatin,1.05877268798617
1342,BULK4_n1,d2,48h,Oxaliplatin,1.09161624891962
1343,BULK4_n1,d3,48h,Oxaliplatin,1.0841256122155
1344,BULK4_n1,d4,48h,Oxaliplatin,1.05963699222126
1345,BULK4_n1,d5,48h,Oxaliplatin,1.08153269951023
1346,BULK4_n1,d6,48h,Oxaliplatin,1.07346585998271
1347,BULK4_n1,d7,48h,Oxaliplatin,1.02621722846442
1348,BULK4_n1,d8,48h,Oxaliplatin,1.00172860847018
1349,BULK4_n1,d9,48h,Oxaliplatin,0.954479976951887
1350,BULK4_n1,d10,48h,Oxaliplatin,0.82800345721694
1351,BULK4_n2,d1,48h,Oxaliplatin,0.914157050379961
1352,BULK4_n2,d2,48h,Oxaliplatin,1.00647340275823
1353,BULK4_n2,d3,48h,Oxaliplatin,0.995215311004785
1354,BULK4_n2,d4,48h,Oxaliplatin,1.00534759358289
1355,BULK4_n2,d5,48h,Oxaliplatin,1.03152265690965
1356,BULK4_n2,d6,48h,Oxaliplatin,1.00900647340276
1357,BULK4_n2,d7,48h,Oxaliplatin,1.04165493948776
1358,BULK4_n2,d8,48h,Oxaliplatin,1.06529693217
1359,BULK4_n2,d9,48h,Oxaliplatin,1.01998311286237
1360,BULK4_n2,d10,48h,Oxaliplatin,0.843793976920912
1361,BULK5_n1,d1,48h,Oxaliplatin,1.12954854295636
1362,BULK5_n1,d2,48h,Oxaliplatin,1.1372489808244
1363,BULK5_n1,d3,48h,Oxaliplatin,1.1537067794051
1364,BULK5_n1,d4,48h,Oxaliplatin,1.1535557904273
1365,BULK5_n1,d5,48h,Oxaliplatin,1.10176657104031
1366,BULK5_n1,d6,48h,Oxaliplatin,1.14676128642609
1367,BULK5_n1,d7,48h,Oxaliplatin,1.08847954099351
1368,BULK5_n1,d8,48h,Oxaliplatin,1.12003623735467
1369,BULK5_n1,d9,48h,Oxaliplatin,1.09753887966178
1370,BULK5_n1,d10,48h,Oxaliplatin,0.905631888872112
1371,BULK5_n2,d1,48h,Oxaliplatin,1.07153822536076
1372,BULK5_n2,d2,48h,Oxaliplatin,1.17777095486644
1373,BULK5_n2,d3,48h,Oxaliplatin,1.08796438440282
1374,BULK5_n2,d4,48h,Oxaliplatin,1.15597175314707
1375,BULK5_n2,d5,48h,Oxaliplatin,1.16779244703715
1376,BULK5_n2,d6,48h,Oxaliplatin,1.19619281547436
1377,BULK5_n2,d7,48h,Oxaliplatin,1.10730733804114
1378,BULK5_n2,d8,48h,Oxaliplatin,1.10224132637396
1379,BULK5_n2,d9,48h,Oxaliplatin,1.0772182990482
1380,BULK5_n2,d10,48h,Oxaliplatin,0.905741479889469
1381,BULK6_n1,d1,48h,Oxaliplatin,1.16709401709402
1382,BULK6_n1,d2,48h,Oxaliplatin,1.21752136752137
1383,BULK6_n1,d3,48h,Oxaliplatin,1.2224358974359
1384,BULK6_n1,d4,48h,Oxaliplatin,1.19508547008547
1385,BULK6_n1,d5,48h,Oxaliplatin,1.17307692307692
1386,BULK6_n1,d6,48h,Oxaliplatin,1.21923076923077
1387,BULK6_n1,d7,48h,Oxaliplatin,1.18205128205128
1388,BULK6_n1,d8,48h,Oxaliplatin,1.17735042735043
1389,BULK6_n1,d9,48h,Oxaliplatin,1.17564102564103
1390,BULK6_n1,d10,48h,Oxaliplatin,0.862393162393162
1391,BULK6_n2,d1,48h,Oxaliplatin,1.1404958677686
1392,BULK6_n2,d2,48h,Oxaliplatin,1.18902309811401
1393,BULK6_n2,d3,48h,Oxaliplatin,1.14494596312778
1394,BULK6_n2,d4,48h,Oxaliplatin,1.16719643992371
1395,BULK6_n2,d5,48h,Oxaliplatin,1.13922441195168
1396,BULK6_n2,d6,48h,Oxaliplatin,1.09006145369782
1397,BULK6_n2,d7,48h,Oxaliplatin,1.17270608179699
1398,BULK6_n2,d8,48h,Oxaliplatin,1.12545030726849
1399,BULK6_n2,d9,48h,Oxaliplatin,1.09896164441619
1400,BULK6_n2,d10,48h,Oxaliplatin,0.855901674083492
1401,SUDHL4_n1,d1,48h,Rapamycin,1.0652528548124
1402,SUDHL4_n1,d2,48h,Rapamycin,0.973355084284937
1403,SUDHL4_n1,d3,48h,Rapamycin,0.841761827079935
1404,SUDHL4_n1,d4,48h,Rapamycin,0.839042958129418
1405,SUDHL4_n1,d5,48h,Rapamycin,0.803153887982599
1406,SUDHL4_n1,d6,48h,Rapamycin,0.811310494834149
1407,SUDHL4_n1,d7,48h,Rapamycin,0.79499728113105
1408,SUDHL4_n1,d8,48h,Rapamycin,0.741707449700924
1409,SUDHL4_n1,d9,48h,Rapamycin,0.684611201740076
1410,SUDHL4_n1,d10,48h,Rapamycin,0
1411,SUDHL4_n2,d1,48h,Rapamycin,0.805542935029532
1412,SUDHL4_n2,d2,48h,Rapamycin,0.755111313039527
1413,SUDHL4_n2,d3,48h,Rapamycin,0.729213993639255
1414,SUDHL4_n2,d4,48h,Rapamycin,0.743298500681508
1415,SUDHL4_n2,d5,48h,Rapamycin,0.69922762380736
1416,SUDHL4_n2,d6,48h,Rapamycin,0.752385279418446
1417,SUDHL4_n2,d7,48h,Rapamycin,0.730122671512949
1418,SUDHL4_n2,d8,48h,Rapamycin,0.724216265333939
1419,SUDHL4_n2,d9,48h,Rapamycin,0.676056338028169
1420,SUDHL4_n2,d10,48h,Rapamycin,0
1421,K562_n1,d1,48h,Rapamycin,0.728695652173913
1422,K562_n1,d2,48h,Rapamycin,0.6143961352657
1423,K562_n1,d3,48h,Rapamycin,0.56695652173913
1424,K562_n1,d4,48h,Rapamycin,0.507246376811594
1425,K562_n1,d5,48h,Rapamycin,0.522705314009662
1426,K562_n1,d6,48h,Rapamycin,0.525314009661836
1427,K562_n1,d7,48h,Rapamycin,0.505700483091787
1428,K562_n1,d8,48h,Rapamycin,0.441932367149758
1429,K562_n1,d9,48h,Rapamycin,0.422028985507246
1430,K562_n1,d10,48h,Rapamycin,0.09256038647343
1431,K562_n2,d1,48h,Rapamycin,0.738366480015447
1432,K562_n2,d2,48h,Rapamycin,0.60928750724078
1433,K562_n2,d3,48h,Rapamycin,0.564684301988801
1434,K562_n2,d4,48h,Rapamycin,0.538714037458969
1435,K562_n2,d5,48h,Rapamycin,0.51293686039776
1436,K562_n2,d6,48h,Rapamycin,0.529059664027805
1437,K562_n2,d7,48h,Rapamycin,0.503475574435219
1438,K562_n2,d8,48h,Rapamycin,0.466306236725237
1439,K562_n2,d9,48h,Rapamycin,0.429136899015254
1440,K562_n2,d10,48h,Rapamycin,0.113921606487739
1441,HL60_n1,d1,48h,Rapamycin,0.855287569573284
1442,HL60_n1,d2,48h,Rapamycin,0.797773654916512
1443,HL60_n1,d3,48h,Rapamycin,0.801484230055659
1444,HL60_n1,d4,48h,Rapamycin,0.831168831168831
1445,HL60_n1,d5,48h,Rapamycin,0.827458256029685
1446,HL60_n1,d6,48h,Rapamycin,0.844155844155844
1447,HL60_n1,d7,48h,Rapamycin,0.808905380333952
1448,HL60_n1,d8,48h,Rapamycin,0.684601113172542
1449,HL60_n1,d9,48h,Rapamycin,0.528756957328386
1450,HL60_n1,d10,48h,Rapamycin,0
1451,HL60_n2,d1,48h,Rapamycin,0.828947368421053
1452,HL60_n2,d2,48h,Rapamycin,0.903508771929825
1453,HL60_n2,d3,48h,Rapamycin,0.800438596491228
1454,HL60_n2,d4,48h,Rapamycin,0.796052631578947
1455,HL60_n2,d5,48h,Rapamycin,0.894736842105263
1456,HL60_n2,d6,48h,Rapamycin,0.835526315789474
1457,HL60_n2,d7,48h,Rapamycin,0.855263157894737
1458,HL60_n2,d8,48h,Rapamycin,0.673245614035088
1459,HL60_n2,d9,48h,Rapamycin,0.550438596491228
1460,HL60_n2,d10,48h,Rapamycin,0
1461,THP1_n2,d1,48h,Rapamycin,0.944926817166956
1462,THP1_n2,d2,48h,Rapamycin,0.831307367898784
1463,THP1_n2,d3,48h,Rapamycin,0.740759116844456
1464,THP1_n2,d4,48h,Rapamycin,0.728851401637311
1465,THP1_n2,d5,48h,Rapamycin,0.699578268419747
1466,THP1_n2,d6,48h,Rapamycin,0.724137931034483
1467,THP1_n2,d7,48h,Rapamycin,0.699330191019598
1468,THP1_n2,d8,48h,Rapamycin,0.732572562639544
1469,THP1_n2,d9,48h,Rapamycin,0.729595633837757
1470,THP1_n2,d10,48h,Rapamycin,0.218556189531134
1471,THP1_n1,d1,48h,Rapamycin,1.00888324873096
1472,THP1_n1,d2,48h,Rapamycin,0.83248730964467
1473,THP1_n1,d3,48h,Rapamycin,0.795177664974619
1474,THP1_n1,d4,48h,Rapamycin,0.77005076142132
1475,THP1_n1,d5,48h,Rapamycin,0.749746192893401
1476,THP1_n1,d6,48h,Rapamycin,0.744670050761421
1477,THP1_n1,d7,48h,Rapamycin,0.744162436548223
1478,THP1_n1,d8,48h,Rapamycin,0.74010152284264
1479,THP1_n1,d9,48h,Rapamycin,0.764720812182741
1480,THP1_n1,d10,48h,Rapamycin,0.220304568527919
1481,BULK1_n1,d1,48h,Rapamycin,0.853632853632854
1482,BULK1_n1,d2,48h,Rapamycin,0.751491751491752
1483,BULK1_n1,d3,48h,Rapamycin,0.729378729378729
1484,BULK1_n1,d4,48h,Rapamycin,0.70972270972271
1485,BULK1_n1,d5,48h,Rapamycin,0.732537732537733
1486,BULK1_n1,d6,48h,Rapamycin,0.704808704808705
1487,BULK1_n1,d7,48h,Rapamycin,0.722358722358722
1488,BULK1_n1,d8,48h,Rapamycin,0.661986661986662
1489,BULK1_n1,d9,48h,Rapamycin,0.619164619164619
1490,BULK1_n1,d10,48h,Rapamycin,0.113022113022113
1491,BULK1_n2,d1,48h,Rapamycin,0.75071000315557
1492,BULK1_n2,d2,48h,Rapamycin,0.707163142947302
1493,BULK1_n2,d3,48h,Rapamycin,0.633638371726097
1494,BULK1_n2,d4,48h,Rapamycin,0.622909435153045
1495,BULK1_n2,d5,48h,Rapamycin,0.581255916692963
1496,BULK1_n2,d6,48h,Rapamycin,0.638687283054591
1497,BULK1_n2,d7,48h,Rapamycin,0.609024928999684
1498,BULK1_n2,d8,48h,Rapamycin,0.572420321868097
1499,BULK1_n2,d9,48h,Rapamycin,0.58378037235721
1500,BULK1_n2,d10,48h,Rapamycin,0.118333859261597
1501,BULK2_n1,d1,48h,Rapamycin,0.935591802593057
1502,BULK2_n1,d2,48h,Rapamycin,0.741530740276035
1503,BULK2_n1,d3,48h,Rapamycin,0.639063153492263
1504,BULK2_n1,d4,48h,Rapamycin,0.639063153492263
1505,BULK2_n1,d5,48h,Rapamycin,0.620242576327896
1506,BULK2_n1,d6,48h,Rapamycin,0.615641990798829
1507,BULK2_n1,d7,48h,Rapamycin,0.603931409452112
1508,BULK2_n1,d8,48h,Rapamycin,0.616060225846926
1509,BULK2_n1,d9,48h,Rapamycin,0.603931409452112
1510,BULK2_n1,d10,48h,Rapamycin,0.0225846925972397
1511,BULK2_n2,d1,48h,Rapamycin,0.872670807453416
1512,BULK2_n2,d2,48h,Rapamycin,0.718944099378882
1513,BULK2_n2,d3,48h,Rapamycin,0.652950310559006
1514,BULK2_n2,d4,48h,Rapamycin,0.617236024844721
1515,BULK2_n2,d5,48h,Rapamycin,0.645186335403727
1516,BULK2_n2,d6,48h,Rapamycin,0.626164596273292
1517,BULK2_n2,d7,48h,Rapamycin,0.594332298136646
1518,BULK2_n2,d8,48h,Rapamycin,0.566770186335404
1519,BULK2_n2,d9,48h,Rapamycin,0.553183229813665
1520,BULK2_n2,d10,48h,Rapamycin,0.115295031055901
1521,BULK3_n1,d1,48h,Rapamycin,0.815649081209247
1522,BULK3_n1,d2,48h,Rapamycin,0.667061845485082
1523,BULK3_n1,d3,48h,Rapamycin,0.584469472436277
1524,BULK3_n1,d4,48h,Rapamycin,0.584469472436277
1525,BULK3_n1,d5,48h,Rapamycin,0.571033392610156
1526,BULK3_n1,d6,48h,Rapamycin,0.580715273661332
1527,BULK3_n1,d7,48h,Rapamycin,0.562339458605019
1528,BULK3_n1,d8,48h,Rapamycin,0.52499506026477
1529,BULK3_n1,d9,48h,Rapamycin,0.533491404860699
1530,BULK3_n1,d10,48h,Rapamycin,0.140288480537443
1531,BULK3_n2,d1,48h,Rapamycin,0.810652046211083
1532,BULK3_n2,d2,48h,Rapamycin,0.690620716663403
1533,BULK3_n2,d3,48h,Rapamycin,0.619345995692187
1534,BULK3_n2,d4,48h,Rapamycin,0.59545721558645
1535,BULK3_n2,d5,48h,Rapamycin,0.588016448012532
1536,BULK3_n2,d6,48h,Rapamycin,0.542980223223027
1537,BULK3_n2,d7,48h,Rapamycin,0.582142157822596
1538,BULK3_n2,d8,48h,Rapamycin,0.525161542980223
1539,BULK3_n2,d9,48h,Rapamycin,0.52633640101821
1540,BULK3_n2,d10,48h,Rapamycin,0.221460740160564
1541,BULK4_n1,d1,48h,Rapamycin,0.73962148962149
1542,BULK4_n1,d2,48h,Rapamycin,0.70970695970696
1543,BULK4_n1,d3,48h,Rapamycin,0.65995115995116
1544,BULK4_n1,d4,48h,Rapamycin,0.636141636141636
1545,BULK4_n1,d5,48h,Rapamycin,0.681318681318681
