,HL60,K562,SUDHL4,THP1
BULK1,0.310084440333899,0.124323000191287,0.24063811911488,0.324954440359934
BULK2,0.50785533493888,0.132047651793078,0.154502739948659,0.205594273319383
BULK3,0.34117043579687,0.162865943635199,0.0803598654620047,0.415603755105926
BULK4,0.0902028151272574,0.0810035984083341,0.528097859038974,0.300695727425434
BULK5,0.0388832379916992,0.326080271047252,0.184536132002047,0.450500358959002
BULK6,0.136031151674048,0.270711116268052,0.191688590574734,0.401569141483165
