ensembl,symbol,BULK1,BULK2,BULK3,BULK4,BULK5,BULK6,HL60,K562,SUDHL4,THP1
ENSG00000227232,WASH7P,4.759588606,8.732877886,4.57141877,3.934115406,6.633421291,9.584409798,7.96117863,3.600165462,2.515328901,8.815508873
ENSG00000238009,LOC100996442,0.586424957,0.138617109,0.947530436,0,0.293514216,0.782087839,0,1.793023583,0,0
ENSG00000237683,---,0.613700537,0.772295323,1.379737302,0,2.367681346,2.438273853,0.55309241,2.35775542,0,0.076390891
ENSG00000241860,---,0.150015687,0,0.049870023,0,0,0.076675278,0,0.07059148,0.128520455,0
ENSG00000228463,RPL23AP21,2.250235301,1.366368649,2.210904351,0.057016165,4.911471222,5.351934431,0.318447145,8.28743971,0,0.076390891
ENSG00000237094,---,0.122740107,0.059407333,0.049870023,0,0.254378988,0.168685612,0,0.155301255,0.055080195,0
ENSG00000225972,MTND1P23,2.195684142,33.44632823,1.545970711,4.390244728,2.954709779,1.824871625,2.162088512,0.522376949,3.32317176,3.070913836
ENSG00000225630,MTND2P28,662.1556034,656.7876663,610.9244045,886.0122034,889.0936968,602.6830231,57.70597479,30.93318638,69.89676734,2389.247356
ENSG00000237973,MTCO1P12,153.5751498,105.6460397,133.5020514,163.2372813,156.0908603,85.73829629,218.8067095,130.1565702,192.8724825,159.3666777
ENSG00000229344,MTCO2P12,2.877573627,4.099105946,3.008824718,4.12416929,1.780652913,2.16224285,2.899545059,2.273045644,2.478608771,2.887575697
ENSG00000240409,MTATP8P1,0.040913369,0.099012221,0.149610069,0.095026942,0.136973301,0.076675278,0.050281128,0.155301255,0.055080195,0.076390891
ENSG00000248527,MTATP6P1,6.614328006,7.861570341,3.972978495,8.913527176,4.363578018,4.707862093,14.83293282,6.932083301,6.848304234,11.29057376
ENSG00000198744,MTCO3P12,627.488342,727.5219969,508.424884,645.2899535,574.6029977,508.4644411,813.5318938,463.2918809,568.7397326,444.91583
ENSG00000224956,---,0.204566846,0.297036663,0.049870023,0.057016165,0.215243759,0.291366058,0.08380188,0.183537847,0.091800325,0
ENSG00000235373,---,0.068188949,0,0.116363387,0,0,0.076675278,0,0.268247623,0,0.229172674
ENSG00000228327,---,0,0,0,0,0,0.046005167,0,0.240011031,0,0.106947248
ENSG00000237491,LINC01409,0.122740107,0.099012221,0.116363387,0.095026942,0,0.168685612,0.08380188,0.042354888,0.091800325,0
ENSG00000230092,---,0,0.178221998,0.083116705,0.209059273,0,0.168685612,0.217884889,0.127064663,0.091800325,0.106947248
ENSG00000240453,---,0,0.099012221,0.083116705,0.095026942,0,0,0.217884889,0.127064663,0.091800325,0.076390891
ENSG00000225880,LINC00115,0.668251695,0.693085546,0.748050344,0.095026942,1.076218794,0.996778619,0.284926393,1.623604032,0.128520455,0.076390891
ENSG00000228794,LINC01128,10.24198007,11.82205918,14.37918995,6.214762018,16.49549896,14.12358628,9.201446459,28.30718334,5.673260076,3.743153681
ENSG00000230699,---,0.286393584,0,0,0.627177818,0.17610853,0.138015501,0,0.042354888,1.193404223,0
ENSG00000187634,SAMD11,0.095464528,0.138617109,0.083116705,0.057016165,0.489190361,0.138015501,0.050281128,0.268247623,0,0
ENSG00000188976,NOC2L,377.4803812,476.1497704,347.4444499,213.0694097,394.5418097,403.6953407,569.3332145,457.3904332,194.8920897,193.1314518
ENSG00000187961,KLHL17,2.795746889,3.346613067,1.911684213,1.007285587,2.524222261,2.806315189,2.866024307,2.442465196,0.495721754,1.390314224
ENSG00000187583,PLEKHN1,0.040913369,0.336641551,0.182856751,0.095026942,0.332649445,0.383376392,0,0.268247623,0,0.53473624
ENSG00000272512,---,0,0.059407333,0.149610069,0,0.058702843,0.444716615,0,0.38119399,0,0
ENSG00000188290,HES4,0.777354013,0.930714877,0.980777118,0,0.763136963,0.874098174,0,1.115345378,0,0
ENSG00000187608,ISG15,18.69740968,15.90136268,6.832193144,23.58568705,17.43474446,15.04368962,8.765676681,5.802619627,23.70284388,7.807149106
ENSG00000188157,AGRN,31.73513664,29.92149316,39.87939502,9.293634944,50.97363559,40.95993371,20.36385692,41.40896196,2.91925033,30.66330383
ENSG00000217801,LOC100288175,1.077385386,1.366368649,1.545970711,0.209059273,3.424332525,3.327707082,0.184364137,5.237887789,0,0.656961666
ENSG00000273443,---,0.040913369,0.099012221,0.116363387,0.095026942,0.136973301,0.046005167,0,0.098828071,0,0.076390891
ENSG00000131591,C1orf159,14.38786814,18.39647065,9.857641203,4.770352497,14.10825,14.61430806,15.70447237,11.449938,4.828697087,7.654367323
ENSG00000186827,TNFRSF4,0,0.099012221,0.049870023,0.057016165,0.17610853,0.10734539,0,0,0,0
ENSG00000078808,SDF4,137.7280382,178.6774539,124.1929805,96.37632475,141.4151495,147.6612511,188.7050741,113.1016687,68.72172318,166.4251961
ENSG00000176022,B3GALT6,24.28890346,32.33739135,22.99008058,20.62084645,32.46267234,27.21972383,24.48690943,21.5021647,12.24616334,36.37734251
ENSG00000184163,C1QTNF12,0,0.297036663,0.149610069,0.171048496,0.293514216,0.199355724,0.150843385,0.098828071,0.165240585,0
ENSG00000260179,---,0,0.059407333,0,0,0.097838072,0.138015501,0,0.155301255,0,0
ENSG00000160087,UBE2J2,60.89273102,68.93230821,49.62067284,47.9886058,69.05411132,63.77849656,60.35411421,63.32055724,40.44722313,46.76650375
ENSG00000162572,SCNN1D,0.095464528,0.138617109,0.049870023,0.095026942,0,0.138015501,0,0.07059148,0.201960715,0.168059961
ENSG00000131584,ACAP3,22.18868385,26.00060921,13.94698309,17.73202741,14.18652046,16.69987563,34.34201055,10.48989387,18.084664,14.65177298
ENSG00000169972,PUSL1,24.15252556,33.08988423,18.9007387,13.70288506,26.39671186,23.1099289,34.00680303,19.49736668,9.12495229,22.1686367
ENSG00000127054,INTS11,97.469283,115.5868667,81.63722757,70.07286716,95.00076805,94.66329869,117.5405173,88.47936058,69.12564461,85.11473125
ENSG00000240731,---,0.122740107,0.178221998,0,0.095026942,0.17610853,0.138015501,0,0.042354888,0,0
ENSG00000224051,CPTP,20.49759792,23.78273547,15.90853732,15.83148857,28.90136651,21.33106245,11.27973309,17.23843933,15.84473607,24.09368716
ENSG00000169962,TAS1R3,0.095464528,0.178221998,0.083116705,0.209059273,0.215243759,0.10734539,0.117322632,0.042354888,0.165240585,0.320841744
ENSG00000107404,DVL1,34.76272595,40.17915925,26.74695564,19.32848004,46.16000244,35.74601478,32.33076543,33.92626512,25.09820881,19.11300104
ENSG00000162576,MXRA8,3.013951524,2.831749518,4.405185361,0,8.942399794,7.222811224,0,10.85696957,0,0.045834535
ENSG00000175756,AURKAIP1,131.1818991,178.7962685,100.1223827,93.3354626,163.9179061,141.2205277,116.4343325,110.7862682,70.85149072,101.2179312
ENSG00000221978,CCNL2,24.67076157,24.13917946,19.6321657,19.0624046,18.06090812,20.99369122,29.41445999,20.03386192,18.04794387,14.56010391
ENSG00000224870,MRPL20-AS1,14.98793088,17.44595333,14.97763023,9.635731936,18.1783138,21.54575323,18.05092502,21.38921833,7.435826313,11.90170089
ENSG00000242485,MRPL20,119.9170849,167.3504558,98.89225551,115.7998317,128.3048478,113.9241286,139.6642137,110.6450852,94.75629531,88.8120504
ENSG00000272455,---,0.313669163,0.772295323,0.781297026,0.36110238,0.645731276,0.874098174,0.854779179,0.607086725,0.569162014,0.351398101
ENSG00000179403,VWA1,1.37741676,0.415851328,0.914283754,0.133037719,3.346062067,1.794201514,0.050281128,2.04715291,0,0.71807438
ENSG00000215915,ATAD3C,0.150015687,0.059407333,0.049870023,0.095026942,0,0.10734539,0.318447145,0.098828071,0.128520455,0.076390891
ENSG00000160072,ATAD3B,38.22672454,52.85272353,25.11786823,29.70542212,40.75934086,40.19318093,46.64412659,33.95450171,36.95881079,7.77659275
ENSG00000197785,ATAD3A,125.6449565,213.7277801,96.59823445,89.61040647,120.2038554,111.56253,251.0201523,89.1288022,88.58731348,53.42778948
ENSG00000205090,TMEM240,0.095464528,0.059407333,0.083116705,0,0.058702843,0.076675278,0.08380188,0.042354888,0.055080195,0
ENSG00000160075,SSU72,179.4323991,229.2132914,137.8241201,179.3158399,179.2589158,166.9527511,233.9916102,197.6420247,195.3327312,70.47823645
ENSG00000215014,---,0.613700537,0.534665993,0.68155698,0.171048496,0.724001734,0.506056837,0.653654666,0.776506276,0.275400975,0.290285388
ENSG00000228594,FNDC10,12.53312874,17.80239732,13.14906272,9.255624168,24.32254474,19.24549487,7.760054117,7.694471281,0.165240585,37.90516034
ENSG00000272106,---,0.804629592,1.287158872,1.34649062,0.513145488,2.289410888,1.978222182,0.586613162,3.007197033,0.165240585,0.53473624
ENSG00000197530,MIB2,8.823649937,9.049716992,5.502325865,5.454546481,10.89916124,7.37616178,5.044873195,2.922487257,3.984134099,13.5823005
ENSG00000248333,CDK11B,23.63428955,27.4263852,22.5911204,20.84891111,23.61811062,25.77822859,36.38677643,28.13776379,20.32459192,17.27961965
ENSG00000272004,---,0.068188949,0.178221998,0.149610069,0.057016165,0.17610853,0,0.117322632,0.211774439,0,0
ENSG00000189339,SLC35E2B,45.50930424,34.9117091,46.99418496,34.91289855,39.74182491,40.95993371,49.72803578,49.51286382,37.98697442,55.93341072
ENSG00000008128,CDK11A,0.040913369,0.138617109,0.216103433,0.36110238,0.058702843,0.10734539,0.08380188,0.268247623,0.091800325,0.076390891
ENSG00000268575,---,0.068188949,0.059407333,0.149610069,0.133037719,0.097838072,0.383376392,0.184364137,0.098828071,0,0.137503605
ENSG00000215790,SLC35E2A,1.622896975,0.891109988,1.0140238,0.741210149,0.371784674,1.456830289,0.754216923,0.945925827,1.891086692,1.665321434
ENSG00000008130,NADK,59.82898342,59.22911056,50.08612638,49.81312309,56.9613256,65.34267224,68.83486449,60.07334918,59.06432901,36.74401879
ENSG00000078369,GNB1,484.8916129,468.5456319,430.0292079,531.2196121,441.1518673,465.5262852,551.3996121,453.183181,576.2306391,456.1605692
ENSG00000231050,---,0.122740107,0.099012221,0,0.057016165,0,0.138015501,0.050281128,0.07059148,0.055080195,0.045834535
ENSG00000178821,TMEM52,1.513794657,2.475305523,1.978177577,0.095026942,5.146282595,4.462501202,0.452530154,5.520253708,0.091800325,0.687518023
ENSG00000187730,GABRD,0,0.138617109,0.116363387,0.095026942,0.254378988,0.076675278,0,0,0,0.229172674
ENSG00000067606,PRKCZ,5.141446718,5.485277039,3.873238449,7.583149985,5.459364426,5.075903429,2.463775281,1.341238113,7.252225663,9.579417788
ENSG00000271806,---,0.586424957,0.61387577,0.68155698,0.589167041,1.076218794,0.444716615,0.351967897,0,0,1.665321434
ENSG00000182873,PRKCZ-AS1,0.340944743,0.495061105,0.548570252,0.703199372,1.037083565,0.720747617,0.08380188,1.171818562,1.156684093,0.290285388
ENSG00000162585,FAAP20,21.88865247,31.07003493,18.30229842,9.71175349,35.90657248,29.88802351,14.93349507,23.5634359,5.122458127,16.69904887
ENSG00000269554,---,0.150015687,0.37624644,0.482076889,0.513145488,0.763136963,0.56739706,0.419009402,0.409430582,0.128520455,1.176419728
ENSG00000157933,SKI,73.16674175,76.06118811,90.41435161,52.13178048,84.43425626,77.396026,71.91877369,62.7558254,0.679322404,159.733354
ENSG00000116151,MORN1,1.595621395,1.207949095,1.446230666,1.387393356,1.780652913,1.548840623,0.888299931,2.04715291,1.119963963,2.276448565
ENSG00000269896,LOC100129534,0.204566846,0.495061105,0.51532357,0.475134711,0.802272192,0.690077505,0.184364137,0.155301255,0.055080195,1.848659573
ENSG00000271921,---,0,0.099012221,0.049870023,0.057016165,0.058702843,0.076675278,0.08380188,0.042354888,0,0.106947248
ENSG00000271847,---,0.204566846,0.059407333,0.083116705,0,0,0.076675278,0.117322632,0,0,0.045834535
ENSG00000157916,RER1,120.5989743,154.5976818,121.9654528,86.03739344,144.8590496,134.5651136,126.4905582,177.6787543,46.06540301,106.1680609
ENSG00000157911,PEX10,17.7427644,18.79251953,13.5480229,12.82863719,14.93008981,16.11714352,20.90018895,11.81701369,8.647590601,17.00461244
ENSG00000157881,PANK4,16.8153947,16.61425067,17.03892451,8.951537953,19.70458773,20.62564988,17.58163449,27.60126854,7.068625014,11.99336996
ENSG00000272449,---,0.531873798,0.257431774,0.282596797,0.171048496,0.52832559,0.352706281,0.150843385,0.240011031,0.091800325,0
ENSG00000238164,---,0.231842425,0.059407333,0.249350115,0.209059273,0.136973301,0.199355724,0.284926393,0.183537847,0,0.595848953
ENSG00000157873,TNFRSF14,4.486832812,5.208042821,3.441031584,1.691479571,3.815684814,2.652964632,6.754431554,0.098828071,0.201960715,8.479388951
ENSG00000157870,PRXL2B,10.97842071,12.89139116,10.28984807,4.314223175,10.0381862,9.431059241,19.39175511,11.05462571,2.588769161,8.387719881
ENSG00000142606,MMEL1,0.095464528,0.099012221,0.083116705,0,0.17610853,0.138015501,0,0,0,0.320841744
ENSG00000130762,ARHGEF16,1.268314442,1.08913443,0.947530436,0.665188595,2.524222261,1.334149844,0,0.889452643,0,2.887575697
ENSG00000162591,MEGF6,0.286393584,0.653480658,0.648310298,0.399113157,0.332649445,0.628737283,0.419009402,0,0,1.451426938
ENSG00000158109,TPRG1L,21.67044784,27.46599008,21.56047326,19.40450159,18.96101838,20.07358788,33.97328228,15.45953404,9.27183281,29.80772584
ENSG00000116213,WRAP73,15.94257616,17.208324,13.78074968,9.407667275,17.00425694,16.05580329,19.19063059,18.33966641,9.23511268,13.88786407
ENSG00000078900,TP73,5.168722297,7.029867686,6.366739597,3.630029191,8.120559988,7.437502003,0.318447145,2.555411563,0.055080195,15.99625267
ENSG00000227589,---,0,0.138617109,0.049870023,0.133037719,0.097838072,0,0,0,0.201960715,0.168059961
ENSG00000227372,TP73-AS1,8.769098779,5.9605357,9.45868102,5.644600365,14.38219661,14.85966895,0,20.09033511,6.554543194,6.737676626
ENSG00000162592,CCDC27,0,0,0.282596797,0,0,0.138015501,0,0,0,0.351398101
ENSG00000235169,SMIM1,3.150329421,4.059501058,5.169859046,0.323091603,8.511912277,6.088017104,0.050281128,5.774383035,0,1.60420872
ENSG00000130764,LRRC47,39.29047213,52.57548931,38.64926779,24.23187025,42.87264321,47.49266743,60.9910085,52.7035987,14.92673282,33.16892507
ENSG00000266075,RN7SL574P,0.068188949,0.099012221,0,0,0,0.260695946,0,0.127064663,0,0
ENSG00000272153,---,0,0.099012221,0.149610069,0,0.136973301,0.414046503,0.050281128,0.098828071,0,0.168059961
ENSG00000116198,CEP104,32.00789243,34.87210421,36.22226,26.55052764,34.06721672,37.70890191,48.89001698,60.75102738,28.29286012,16.57682344
ENSG00000169598,DFFB,5.605131568,8.693272997,7.530373465,3.820083075,6.00725763,7.008120444,10.81044256,9.078064282,3.727093189,4.934851588
ENSG00000198912,C1orf174,17.93369346,29.76307361,23.02332726,12.52455098,22.9136765,31.85091064,30.78881083,36.69345112,6.150621765,13.42951872
ENSG00000236423,LINC01134,0.313669163,0.297036663,0.349090161,0.665188595,0.567460818,0.322036169,0.385488649,0.437667174,0.862923054,0.229172674
ENSG00000196581,AJAP1,0.122740107,0.217826886,0.182856751,0.36110238,0,0.138015501,0.050281128,0,0,0.565292597
ENSG00000131697,NPHP4,12.47857758,10.99035652,12.61711581,6.55685901,9.881645287,11.73131759,18.62077781,12.38174553,1.523885393,16.85183065
ENSG00000069424,KCNAB2,356.6963897,436.1884381,306.6840178,249.2176585,188.181748,169.8357416,692.9242276,6.875610117,99.71351285,546.2712648
ENSG00000116254,CHD5,0,0.059407333,0.049870023,0.057016165,0.215243759,0.046005167,0.08380188,0,0,0.198616318
ENSG00000116251,RPL22,700.2868634,988.0033477,750.5272221,714.3935459,833.6390775,842.3086031,817.688467,855.1593027,399.1661725,816.053337
ENSG00000226944,RNF207-AS1,0.122740107,0.059407333,0,0,0.293514216,0.138015501,0,0.127064663,0,0
ENSG00000158286,RNF207,0.286393584,0.37624644,0.382336843,0.133037719,0.763136963,0.812757951,0.888299931,0.748269684,0,0.412510814
ENSG00000116237,ICMT,132.7366072,138.7161215,137.4251599,107.8175686,117.4252542,122.5117598,193.7667077,140.2370335,77.05719268,122.8212753
ENSG00000225077,---,0.640976116,0.297036663,0.315843479,0.627177818,0.410919903,0.138015501,0.08380188,0.211774439,0.238680845,0.656961666
ENSG00000158292,GPR153,2.086581824,2.633725077,2.576617852,2.109598116,3.972225729,1.947552071,0.653654666,1.256528338,0.752762664,6.218218564
ENSG00000097021,ACOT7,93.81435536,133.567486,80.20762024,72.20147066,92.10476112,101.1040221,136.2115763,86.10748687,63.94810629,68.85874955
ENSG00000271746,---,0.150015687,0.099012221,0,0.095026942,0.058702843,0.10734539,0.050281128,0.183537847,0.055080195,0.045834535
ENSG00000187017,ESPN,1.459243498,1.485183314,1.612464075,0.85524248,1.819788142,1.91688196,0.050281128,1.397711297,0.091800325,5.301527867
ENSG00000215788,TNFRSF25,0,0.099012221,0.083116705,0,0,0.138015501,0,0,0,0.473623527
ENSG00000171680,PLEKHG5,0.313669163,0.415851328,0.349090161,0.665188595,0.17610853,0.291366058,0,0.042354888,0.826202924,0.320841744
ENSG00000162408,NOL9,9.887397534,17.60437288,16.04152405,8.875516399,22.71800035,25.16482636,9.771299245,29.74724952,7.215505533,8.571058021
ENSG00000204859,ZBTB48,20.17029097,24.61443812,19.96463252,14.84320837,20.09594002,18.81611331,25.59309425,22.49044541,11.54848087,24.4909198
ENSG00000162413,KLHL21,44.88196591,53.24877241,46.76145819,18.94837227,39.82009536,39.48776837,77.95250907,54.00248193,10.81407827,27.33266096
ENSG00000116273,PHF13,29.30761007,24.65404301,37.1531671,11.72632466,43.45967165,48.04472943,18.01740427,77.86240205,5.746700336,24.85759608
ENSG00000041988,THAP3,10.67838934,12.05968851,8.79374738,6.138740464,11.64273059,13.57152427,9.36905022,9.755742487,3.873973709,9.946094067
ENSG00000007923,DNAJC11,99.84225841,101.1310825,103.646531,59.6579143,93.55276458,97.97567072,140.9044816,133.2625953,42.79731145,74.3894501
ENSG00000237436,---,0.095464528,0.257431774,0.182856751,0.24707005,0.371784674,0.10734539,0.117322632,0.522376949,0.201960715,0.076390891
ENSG00000171735,CAMTA1,25.40720222,36.06025086,25.7163085,24.11783792,30.85812795,31.2068383,23.21312085,34.99925561,13.64152827,31.70221995
ENSG00000049245,VAMP3,40.46332205,44.41688231,51.58222707,25.90434444,54.84802324,47.1552962,34.40905206,86.55927234,12.35632373,42.73306468
ENSG00000269925,---,0.177291266,0.138617109,0.083116705,0.133037719,0.254378988,0.475386726,0.08380188,0.098828071,0,0.137503605
ENSG00000049246,PER3,6.723430323,6.43579436,12.48412908,0.399113157,11.21224307,18.41740187,1.458152718,35.14043857,0.128520455,1.390314224
ENSG00000236266,---,0.231842425,0,0.083116705,0,0.136973301,0.383376392,0,0.098828071,0,0
ENSG00000049247,UTS2,3.968596803,3.821871728,6.366739597,7.050999109,7.964019073,3.51172775,0,0.042354888,0,16.33237259
ENSG00000049249,TNFRSF9,0.068188949,0.099012221,0.083116705,0.057016165,0,0.199355724,0.08380188,0.098828071,0,0.168059961
ENSG00000116288,PARK7,264.5594824,361.8104577,262.3661907,214.3617762,359.2809685,345.7901704,310.0166761,390.2438178,106.1028155,276.1530726
ENSG00000116285,ERRFI1,0.831905172,0.534665993,1.379737302,0.437123934,1.154489251,1.395490067,0,2.696594522,0,2.154223139
ENSG00000142599,RERE,41.90892776,28.41650741,41.74120921,43.84543112,39.66355445,40.34653148,36.08508967,56.57201179,71.62261345,24.12424352
ENSG00000074800,ENO1,6473.217796,8017.831428,6263.325792,4455.832324,6779.336992,6169.952306,8849.964613,7395.346945,2741.910463,6794.373946
ENSG00000236269,---,0.095464528,0.059407333,0,0.057016165,0,0.291366058,0.08380188,0.437667174,0,0.137503605
ENSG00000230679,ENO1-AS1,0.122740107,0,0.083116705,0.095026942,0.17610853,0.10734539,0,0.155301255,0,0
ENSG00000142583,SLC2A5,106.3611219,66.43720024,54.07572822,182.8888529,88.73913144,73.93030342,20.46441917,0,215.1983215,151.4831377
ENSG00000180758,GPR157,0.777354013,0.732690435,0.781297026,1.273361025,1.584976769,0.812757951,0.117322632,0,0.899643184,2.612568488
ENSG00000234546,LNCTAM34A,0,0,0.083116705,0.133037719,0,0.076675278,0,0,0,0.320841744
ENSG00000049239,H6PD,24.26162788,18.15884132,27.44513596,29.40133591,31.21034501,21.39240267,6.620348545,5.209651198,19.48002893,69.43932033
ENSG00000171621,SPSB1,6.014265259,2.831749518,2.510124488,8.305354746,4.754930306,2.959665746,1.223507453,0.240011031,10.88751853,7.471029184
ENSG00000171612,SLC25A33,45.23654844,54.75375817,40.11212179,63.38297043,45.53383878,46.41921353,47.64974915,61.48517877,81.09640697,19.1435574
ENSG00000231181,RPL9P11,0,0,0.083116705,0.133037719,0.136973301,0.076675278,0.050281128,0.07059148,0,0.106947248
ENSG00000188807,TMEM201,52.05544329,57.09044659,42.20666276,33.31644593,47.45146499,48.78081211,68.36557396,42.42547927,30.49606792,36.62179336
ENSG00000171608,PIK3CD,128.5634435,130.7159341,117.4106574,88.50809394,74.41563767,86.07566751,241.4332172,29.8319593,50.17805756,195.2398404
ENSG00000179840,PIK3CD-AS1,2.877573627,2.277281081,2.343891079,2.489705885,2.954709779,2.070232516,0.620133914,0,0.128520455,6.646007556
ENSG00000231789,PIK3CD-AS2,1.268314442,1.366368649,1.313243938,1.273361025,1.19362448,2.100902628,0,1.538894256,2.001247082,0
ENSG00000171603,CLSTN1,168.3585139,117.250272,128.847516,207.063707,122.3954283,134.7798043,130.0102371,42.42547927,246.8510735,264.449988
ENSG00000178585,CTNNBIP1,21.26131415,23.90155013,22.42488699,17.04783343,27.96212102,26.17694004,15.83855538,29.74724952,11.69536139,24.39925073
ENSG00000162441,LZIC,46.30029604,44.06043831,51.61547375,34.03865069,49.76044349,51.08107046,53.28123551,81.53315899,35.23296468,26.5993084
ENSG00000228150,---,0,0,0.049870023,0,0.136973301,0.10734539,0,0.183537847,0,0
ENSG00000173614,NMNAT1,7.841729079,7.307101904,11.25400185,7.925246977,10.42953849,11.2099257,5.380080716,10.26400114,6.591263324,11.56558097
ENSG00000202415,---,0.095464528,0.217826886,0.315843479,0,0.058702843,0.383376392,0.08380188,0.38119399,0.165240585,0
ENSG00000162444,RBP7,0.122740107,0.178221998,0.349090161,0.24707005,0.215243759,0.291366058,0,0,0,1.023637945
ENSG00000130939,UBE4B,92.8324345,69.60559131,107.2371727,73.03770775,99.46218414,108.4955189,88.37746298,185.0767413,88.14667192,68.52262963
ENSG00000054523,KIF1B,21.28858973,11.94087384,34.1942124,9.141591837,23.77465153,27.12771349,11.4138161,59.05683187,6.370942545,16.33237259
ENSG00000142657,PGD,434.3499642,469.2981247,430.8603749,278.5239675,487.3314374,514.5677932,522.3706408,781.320615,273.8036489,210.0902297
ENSG00000175279,CENPS,3.66856543,5.208042821,4.272198633,3.706050745,3.815684814,3.419717416,6.016975007,3.600165462,2.99269059,3.070913836
ENSG00000160049,DFFA,62.774746,64.45695582,55.90429573,74.25405261,69.09324655,66.72282725,73.82945656,83.9332693,96.95950311,32.46612887
ENSG00000142655,PEX14,21.94320363,23.42629147,20.39683939,12.25847554,23.03108218,27.80245594,19.22415135,25.05997527,14.92673282,19.1435574
ENSG00000130940,CASZ1,1.759274872,1.802022421,2.111164305,1.349382579,1.154489251,1.088788953,2.798982803,0.917689235,0.899643184,3.04035748
ENSG00000175262,C1orf127,0.368220322,0.415851328,0.315843479,0.627177818,0.763136963,0.383376392,0.050281128,0,0.091800325,0.840299806
ENSG00000120948,TARDBP,200.6527999,197.2125416,199.4967151,214.0957007,212.1716433,233.9669445,222.3263885,259.5648706,226.2510806,166.4863088
ENSG00000271895,---,0,0.574270881,0.382336843,0.741210149,0.215243759,0.383376392,0.08380188,0.183537847,0.128520455,0.290285388
ENSG00000116649,SRM,379.1169159,492.8234284,269.547474,299.9620457,348.9884033,314.537327,511.6775208,283.4530274,310.3034581,247.0328648
ENSG00000171824,EXOSC10,101.0969351,98.39834515,102.5161438,76.15459146,106.271714,106.2259307,108.6910388,135.8603617,66.66539591,99.23176799
ENSG00000226849,---,0.177291266,0.059407333,0.182856751,0.24707005,0.058702843,0,0.251405641,0.183537847,0,0.168059961
ENSG00000230337,EXOSC10-AS1,0.095464528,0.336641551,0.049870023,0.095026942,0.254378988,0.199355724,0.050281128,0.042354888,0,0.137503605
ENSG00000198793,MTOR,109.1705066,76.37802722,134.0339983,81.13400323,97.7793693,107.8821167,126.0212676,187.0250662,112.0881966,98.28452094
ENSG00000120942,UBIAD1,54.4284187,54.51612884,48.15781883,41.26069829,46.16000244,46.69524453,79.72910894,55.44254811,44.41299716,32.52724158
ENSG00000116661,FBXO2,0.531873798,0.217826886,0.149610069,0.703199372,0.215243759,0.536726949,0.050281128,0.578850133,1.156684093,0.106947248
ENSG00000132879,FBXO44,6.041540838,5.287252597,4.704405498,6.822934448,9.7642396,8.572296123,1.257028205,6.508534423,8.133508782,10.40443942
ENSG00000116663,FBXO6,10.51473586,11.0695663,11.75270208,2.755781323,17.74782629,17.77332953,8.396948408,23.87403842,0.385561364,7.532141897
ENSG00000116670,MAD2L2,87.10456283,108.022333,82.00294107,69.00856541,126.622033,131.0073806,63.20337814,139.164043,76.98375242,63.81695072
ENSG00000162490,DRAXIN,0.122740107,0,0.149610069,0.057016165,0.293514216,0.076675278,0.117322632,0,0,0.229172674
ENSG00000177674,AGTRAP,42.20895913,62.19947718,46.26275796,25.06810734,58.01797678,51.44911179,54.95727311,47.56453898,13.01728606,53.15278227
ENSG00000215910,C1orf167,0,0,0.083116705,0,0,0.199355724,0,0.324720806,0,0.076390891
ENSG00000177000,MTHFR,61.19276239,31.66410825,75.08763122,27.65284017,76.13758774,78.28545923,34.2414483,147.6632571,40.66754391,34.05505941
ENSG00000011021,CLCN6,7.541697705,4.851598825,8.394787197,8.3813763,7.063908809,9.553739686,5.547684477,9.868688854,9.896075019,12.42115895
ENSG00000242349,---,0,0.099012221,0.049870023,0.285080827,0.567460818,0.168685612,0,0.268247623,0.238680845,0.045834535
ENSG00000175206,NPPA,0.095464528,0,0,0.095026942,0.136973301,0.046005167,0,0,0.275400975,0
ENSG00000199347,RNU5E-1,0.204566846,0.059407333,0.149610069,0.209059273,0.293514216,0.046005167,0.117322632,0.155301255,0.055080195,0
ENSG00000201801,RNU5E-4P,0,0.138617109,0.116363387,0,0,0.046005167,0.050281128,0.211774439,0.055080195,0
ENSG00000116685,KIAA2013,98.69668408,125.0128301,76.11827836,72.69561076,80.79467998,87.51716275,145.4297831,60.46866146,70.92493098,83.70913885
ENSG00000083444,PLOD1,131.318277,123.3890297,151.5549997,77.63701175,178.2022646,196.9481201,100.27733,256.1764796,77.68143489,109.8653801
ENSG00000116688,MFN2,166.6128768,138.7557264,180.8120799,117.966446,164.8180163,174.2829078,190.4146325,272.6666493,143.1534266,121.0184502
ENSG00000116691,MIIP,39.89053488,53.24877241,29.83889707,18.0741244,45.92519106,40.3772016,51.13590737,37.14523659,12.9438458,22.90198926
ENSG00000120949,TNFRSF8,15.50616689,22.59458881,18.13606501,2.869813654,16.29982282,19.42951554,37.49296125,25.70941689,0.238680845,0.198616318
ENSG00000028137,TNFRSF1B,68.74809789,84.25940001,79.97489347,34.11467224,77.74213213,77.27334555,101.9198468,76.90235792,0.238680845,97.85673195
ENSG00000048707,VPS13D,51.61903402,29.60465406,79.3764532,37.34558827,46.35567858,51.97050369,49.52691127,113.4687444,59.46825044,49.3332377
ENSG00000229484,---,0.231842425,0,0,0,0.136973301,0,0.08380188,0,0,0.198616318
ENSG00000162496,DHRS3,11.90579041,16.73306534,12.78334922,5.530568034,30.85812795,25.59420792,0.050281128,24.94702891,0,16.91294337
ENSG00000272482,---,0.177291266,0.138617109,0.216103433,0,0.097838072,0.138015501,0,0.268247623,0,0.076390891
