ensembl,symbol,BULK1,BULK2,BULK3,BULK4,BULK5,BULK6,HL60,K562,SUDHL4,THP1
ENSG00000186280,KDM4D,0.91373191,1.168344207,1.34649062,1.159328694,2.250275659,1.518170512,1.290548957,2.583648155,1.780926302,1.329201511
ENSG00000180771,---,14.3060414,12.49534228,9.491927701,19.74659858,14.06911477,13.05013238,13.32449897,12.18408939,17.75418283,6.309887634
ENSG00000149218,ENDOD1,11.22390092,11.66363962,14.77815013,17.12385498,16.02587622,18.17204098,7.592450357,20.42917421,20.47147244,12.97117337
ENSG00000245552,LOC101929295,0.668251695,0.297036663,0.249350115,1.197339471,0.52832559,0.414046503,0.251405641,0,0.422281494,0.931968876
ENSG00000149212,SESN3,60.81090428,56.37755859,67.17492091,118.1945107,64.94491229,63.77849656,40.91207797,5.011995055,76.1024693,111.3931979
ENSG00000077458,FAM76B,14.52424603,11.86166407,15.27685036,16.47767177,12.15148856,16.8838963,18.11796652,17.60551502,20.72851335,12.1767081
ENSG00000166037,CEP57,103.6881151,95.62600297,109.8304139,86.15142577,96.56617721,103.3736103,115.3281477,138.5710745,66.408355,106.1986173
ENSG00000087053,MTMR2,77.4762833,81.24942849,105.3088651,45.70795918,82.55576528,81.87386226,110.8363669,121.3185169,2.184847731,85.75641474
ENSG00000184384,MAML2,4.732313027,2.039651751,8.79374738,2.223630447,7.885748615,7.437502003,0.050281128,15.12069494,0.201960715,6.157105851
ENSG00000149231,CCDC82,16.0244029,15.66373335,19.93138584,19.29046926,17.86523197,21.97513478,16.03967989,28.84367858,17.31354127,15.53790732
ENSG00000183340,JRKL,2.904849207,3.742661951,3.906485131,4.12416929,3.26779161,3.481057639,2.899545059,5.266124381,3.06613085,2.062554069
ENSG00000149972,CNTN5,0.395495901,0.217826886,1.18025721,0.931264033,1.624111998,0.720747617,0,0,0,2.031997713
ENSG00000255547,---,0.259118004,0.138617109,0.182856751,0.057016165,0,0.260695946,0.184364137,0.268247623,0.165240585,0.076390891
ENSG00000165895,ARHGAP42,0.968283069,0.693085546,2.277397715,0.513145488,1.858923371,1.855541737,0.419009402,5.576726892,0,1.084750659
ENSG00000170647,---,0.150015687,0.297036663,0.51532357,0.057016165,0.645731276,0.230025835,0.08380188,1.115345378,0,0.290285388
ENSG00000082175,PGR,3.968596803,3.861476616,7.995827013,5.074438712,7.611802013,7.406831892,0,9.191010649,0,10.64889027
ENSG00000255504,---,0.204566846,0,0.083116705,0.095026942,0.215243759,0.046005167,0,0,0,0.076390891
ENSG00000137672,TRPC6,1.186487704,0.178221998,0,3.40196453,0.410919903,0.383376392,0,0,5.232618517,0
ENSG00000110318,CEP126,0.45004706,0.415851328,0.116363387,2.18561967,0.489190361,0.690077505,0,0,2.662209421,0.229172674
ENSG00000137693,YAP1,0.259118004,0.336641551,0.548570252,0.703199372,0.52832559,0.475386726,0,0.07059148,0.201960715,1.512539651
ENSG00000023445,BIRC3,14.33331698,6.950657909,4.305445315,30.46563766,5.772446257,6.91611011,11.54789911,0.296484214,62.07537967,0.595848953
ENSG00000110330,BIRC2,25.27082432,22.59458881,31.4347378,30.92176698,32.77575417,35.89936534,15.43630635,49.71051996,26.89749518,26.96598468
ENSG00000152558,TMEM123,311.3098255,322.3639889,322.9083986,378.264246,228.8432507,260.3739103,472.7599276,185.3873438,341.4421283,321.9264948
ENSG00000255337,TMEM123-DT,0.122740107,0.059407333,0.083116705,0.057016165,0,0,0.117322632,0.07059148,0,0
ENSG00000196611,MMP1,0,0.099012221,0.282596797,0.057016165,0.058702843,0,0,0.07059148,0,0.168059961
ENSG00000137745,MMP13,0.177291266,0,0.049870023,0,0.17610853,0,0,0.098828071,0,0
ENSG00000260966,---,1.677448133,1.32676376,0.581816934,1.729490348,2.054599515,1.272809621,0.754216923,0.945925827,1.046523703,0.809743449
ENSG00000137692,DCUN1D5,99.76043167,133.6070909,97.26316809,98.65697136,110.4983187,102.5148472,119.484721,145.2913834,100.4846356,34.42173569
ENSG00000187240,DYNC2H1,4.323179336,2.277281081,4.139211905,4.314223175,3.463467754,2.192912962,0.955341436,0.324720806,1.303564613,8.876621587
ENSG00000170962,PDGFD,6.068816418,3.505032621,6.001026095,12.63858331,6.67255652,5.996006769,0,0,13.86184905,14.31565306
ENSG00000196954,CASP4,34.13538762,53.56561152,34.65966595,31.03579931,27.88385056,24.85812525,57.70597479,0.042354888,0.055080195,65.3753249
ENSG00000137752,CASP1,22.78874659,28.41650741,20.52982611,19.93665247,15.39971256,14.95167928,29.38093924,0,0,42.30527569
ENSG00000204397,CARD16,3.859494486,6.554609025,4.671158816,4.466266282,5.028876908,4.309150645,3.804605366,0,0,11.4739119
ENSG00000170903,MSANTD4,26.52550097,21.52525683,21.39423985,32.82230583,18.49139564,17.9573502,33.83919927,18.76321529,36.66504975,19.44912096
ENSG00000182359,KBTBD3,0.91373191,1.247553984,2.077917623,1.691479571,2.172005202,2.131572739,1.223507453,2.301282236,1.230124353,2.031997713
ENSG00000149313,AASDHPPT,76.6852915,71.86306995,90.64707838,85.16314557,80.75554475,91.74963811,91.56193444,128.9988699,94.82973557,49.76102669
ENSG00000152402,GUCY1A2,0.231842425,0,0.116363387,0.285080827,0,0.076675278,0.184364137,0,0,0.168059961
ENSG00000213252,LOC100422300,0.204566846,0.415851328,0.083116705,0.209059273,0.097838072,0.046005167,0.351967897,0.098828071,0.312121104,0.168059961
ENSG00000261098,---,0.859180751,0.732690435,0.581816934,0.437123934,0.763136963,1.487500401,0.988862188,0.889452643,1.377004873,0.412510814
ENSG00000152404,CWF19L2,16.32443427,14.91124047,19.19995884,23.05353617,15.3214421,18.01869042,20.90018895,24.41053366,22.96844128,13.03228608
ENSG00000137760,ALKBH8,13.21501822,7.861570341,12.55062244,12.79062642,8.707588421,9.829770689,17.04530246,14.72538265,20.98555426,7.562698254
ENSG00000110660,SLC35F2,55.65581978,61.64500875,61.15727148,54.5644702,54.49580618,76.50659277,88.34394223,86.61574552,69.86004721,26.23263212
ENSG00000240652,---,0.45004706,0.297036663,0.249350115,0.36110238,0.958813107,0.414046503,0.653654666,0.324720806,0.275400975,0.198616318
ENSG00000179331,RAB39A,1.37741676,0.455456216,1.479477348,1.121317918,0.567460818,0.843428062,0,0,0.312121104,3.773710038
ENSG00000166266,CUL5,33.61715162,26.75310209,38.15056756,44.87172209,29.17531311,40.71457282,33.57103326,46.54802168,50.61869912,27.97434445
ENSG00000075239,ACAT1,118.9624396,131.5080318,99.62368251,144.9160868,114.9597348,108.0661374,125.4178941,116.0665108,154.6835474,84.62582955
ENSG00000149308,NPAT,31.81696338,22.47577415,34.59317259,34.45676923,26.0444948,25.93157915,31.55978813,40.08184214,53.70319004,26.04929398
ENSG00000149311,ATM,24.0979744,15.38649913,27.97708287,38.71397624,19.19582975,23.3552898,25.42549049,17.54904184,55.20871537,28.86047879
ENSG00000166323,C11orf65,0.45004706,0.455456216,0.814543708,0.589167041,1.037083565,0.690077505,0.586613162,0.945925827,0.128520455,1.054194302
ENSG00000178202,POGLUT3,20.41577118,16.93108978,29.20721011,9.749764267,25.10524931,30.80812685,13.82731025,47.1692267,0,22.96310197
ENSG00000110723,EXPH5,0.750078434,1.128739319,1.745450803,0.057016165,2.445951804,2.591624409,0.050281128,3.769585013,0,0.229172674
ENSG00000178105,DDX10,63.12932853,59.62515944,55.43884218,78.39722729,59.66165639,65.49602279,71.2818794,84.92155001,98.83222974,21.98529856
ENSG00000149289,ZC3H12C,1.568345816,0.693085546,2.277397715,1.425404133,2.328546117,2.775645077,0,2.244809053,0,3.712597325
ENSG00000137710,RDX,52.13727003,37.68405128,79.54268661,29.32531435,58.25278816,75.61715954,35.0794671,124.7916177,8.427269821,61.95301297
ENSG00000137714,FDX1,29.96222398,31.58489847,24.95163482,53.38613611,32.22786096,32.70967376,25.25788673,36.86287067,72.65077709,11.93225724
ENSG00000137727,ARHGAP20,0.722802854,0.297036663,1.246750574,0.779220926,0.763136963,0.414046503,0,0,0,2.795906627
ENSG00000196167,COLCA1,0.177291266,0.059407333,0,0.133037719,0.136973301,0.10734539,0,0,0.201960715,0.045834535
ENSG00000214290,COLCA2,0,0.099012221,0.083116705,0,0,0.168685612,0,0,0,0.412510814
ENSG00000110777,POU2AF1,66.86608291,22.19853993,0,173.4241695,35.86743725,44.45632641,0,0,290.8050691,0.045834535
ENSG00000137707,BTG4,0.204566846,0.099012221,0.182856751,0,0,0.046005167,0,0,0,0.076390891
ENSG00000204381,LAYN,0.204566846,0,0.116363387,0.24707005,0.254378988,0.076675278,0,0,0,0.290285388
ENSG00000170145,SIK2,33.48077372,20.77276395,29.4066902,47.22839026,29.95801769,28.10915705,19.42527586,31.13084252,65.23331084,37.32458956
ENSG00000137713,PPP2R1B,67.22066544,58.15977857,74.72191772,72.50555688,60.13127914,65.21999179,86.1986141,95.73616469,99.6400726,44.41366429
ENSG00000086848,ALG9,4.841415344,4.97041349,3.507524947,3.249921422,4.989741679,4.401160979,4.977831691,5.604963484,4.277895138,1.543096007
ENSG00000255561,FDXACB1,2.604817833,2.356490858,1.778697485,2.869813654,3.306926838,3.174356525,2.12856776,2.837777482,1.780926302,1.573652364
ENSG00000137720,C11orf1,20.25211771,23.70352569,19.33294556,21.30504043,18.41312518,18.38673176,26.66575832,19.4126569,12.53992437,15.84347089
ENSG00000176343,---,0.613700537,0.336641551,0.382336843,0.703199372,0.489190361,0.199355724,0.217884889,0.211774439,0.348841234,0.290285388
ENSG00000109846,CRYAB,0.831905172,1.128739319,1.579217393,0,3.150385923,2.652964632,0,4.814338912,0,0
ENSG00000150764,DIXDC1,9.941948693,6.792238355,11.35374189,4.276212398,6.046392859,8.817657014,18.82190232,12.91824077,0.128520455,6.707120269
ENSG00000150768,DLAT,126.6814285,117.6859258,136.793473,128.3813989,137.1885448,149.4707877,145.7649906,217.3511658,154.6101071,60.57797692
ENSG00000230911,---,0.422771481,0.217826886,0.216103433,0.133037719,0.058702843,0.260695946,0.08380188,0.07059148,0,0.137503605
ENSG00000150773,PIH1D2,0.995558648,1.960441974,1.080517164,0.665188595,1.271894938,1.150129176,1.257028205,1.736550399,0.385561364,0.656961666
ENSG00000150776,NKAPD1,42.67264398,47.90211248,53.24456117,41.33671984,41.65945112,50.03828667,65.48278928,60.46866146,44.30283677,34.51340476
ENSG00000150779,TIMM8B,58.38337772,80.73456494,50.9837868,66.3858218,64.78837137,66.44679625,65.51631003,58.46386344,58.32992641,52.38887336
ENSG00000204370,SDHD,116.5894642,165.0533723,122.3976597,134.6531771,126.97425,128.6457821,152.8713901,169.0101206,116.2008512,81.47852482
ENSG00000150782,IL18,6.205194315,12.37652762,7.596866829,5.454546481,5.381093968,3.726418529,13.22393671,2.04715291,0.091800325,8.907177943
ENSG00000197580,BCO2,0,0.099012221,0.049870023,0.057016165,0.058702843,0.076675278,0.050281128,0,0.055080195,0.076390891
ENSG00000214264,---,0.040913369,0.059407333,0.116363387,0.057016165,0.136973301,0.046005167,0,0.268247623,0.201960715,0.045834535
ENSG00000150787,PTS,18.07007136,20.73315906,15.210357,27.72886173,21.62221394,18.04936053,16.03967989,22.03865994,29.10070298,11.4739119
ENSG00000250303,LINC02762,0.068188949,0.099012221,0.049870023,0.057016165,0.136973301,0.199355724,0.050281128,0.635323317,0.091800325,0
ENSG00000149294,NCAM1,1.295590022,0.930714877,0.947530436,1.425404133,1.19362448,1.088788953,0.318447145,0.07059148,0,4.20149903
ENSG00000149292,TTC12,3.66856543,3.069378849,4.371938679,3.097878315,5.107147366,5.474614876,0,7.270922403,2.625489291,6.554338487
ENSG00000270179,---,0,0.099012221,0.149610069,0.057016165,0.254378988,0.076675278,0,0,0,0.076390891
ENSG00000166682,TMPRSS5,0.122740107,0.059407333,0.149610069,0,0,0.10734539,0,0.522376949,0.128520455,0.045834535
ENSG00000086827,ZW10,44.03642295,45.40700452,50.4185932,52.47387747,49.29082075,41.54266583,50.66661684,62.19109357,53.409429,41.90804305
ENSG00000256167,---,0.068188949,0.217826886,0.083116705,0.095026942,0,0.076675278,0.117322632,0.07059148,0.128520455,0.076390891
ENSG00000048028,USP28,37.84486642,29.60465406,37.28615383,30.27558378,21.7004844,27.77178583,56.73387298,41.71956447,31.37735103,19.38800825
ENSG00000149305,HTR3B,0.040913369,0.059407333,0,0.285080827,0,0,0,0,0.238680845,0
ENSG00000166736,HTR3A,76.35798454,24.17878435,0,191.9734286,42.79437276,39.91714993,0,0,326.6439159,0
ENSG00000109906,ZBTB16,5.250549035,2.633725077,5.269599092,1.349382579,0.058702843,0.628737283,22.00637377,0,0,0.53473624
ENSG00000166741,NNMT,1.595621395,1.168344207,2.077917623,0.095026942,3.463467754,2.499614075,0,5.266124381,0,0.137503605
ENSG00000180425,C11orf71,2.522991095,2.5545153,1.446230666,1.083307141,2.641627948,2.990335857,1.49167347,3.091906808,1.193404223,0.931968876
ENSG00000076053,RBM7,27.34376835,27.66401453,28.14331628,28.14698027,33.12797123,35.37797345,29.58206375,53.72011601,24.51068674,16.76016158
ENSG00000076043,REXO2,29.0075787,39.14943215,27.67786274,17.99810285,39.82009536,37.1568399,34.57665582,55.4707847,13.27432697,9.487748718
ENSG00000182985,CADM1,2.168408563,1.247553984,2.011424259,1.957555009,1.780652913,1.886211848,0,0,0.605882144,6.829345696
ENSG00000246100,---,2.386613198,1.009924653,2.244151033,1.957555009,3.424332525,1.886211848,0.050281128,0,0,6.279331277
ENSG00000137656,BUD13,30.39863325,35.74341175,30.20461057,28.79316348,31.6016973,29.0292604,45.236255,27.94010764,22.08715816,32.64946701
ENSG00000231611,---,0.47732264,0.37624644,0.116363387,0.551156265,0.489190361,0.383376392,0.150843385,0.38119399,0.275400975,0.106947248
ENSG00000109917,ZPR1,125.5085786,134.0031398,110.7280743,122.4137069,120.4386668,125.2107296,148.6812961,143.7666074,125.7848051,93.42606024
ENSG00000118137,APOA1,0,0.178221998,0.083116705,0.057016165,0,0.046005167,0.08380188,0,0,0.045834535
ENSG00000160584,SIK3,36.99932346,22.00051549,32.43213826,35.78714642,23.4615697,25.13415625,35.95100666,26.21767554,49.88429652,42.8552901
ENSG00000234268,---,2.332062039,4.2575255,2.809344626,3.021856761,3.150385923,2.591624409,1.592235726,1.171818562,2.515328901,4.476506239
ENSG00000254851,---,0.204566846,0.059407333,0.149610069,0.095026942,0.371784674,0.046005167,0,0.183537847,0,0.565292597
ENSG00000168092,PAFAH1B2,45.80933561,86.27924931,58.73026369,58.47958021,76.68548095,90.86020488,82.64541437,91.38772955,44.3395569,28.18823895
ENSG00000149577,SIDT2,42.20895913,25.68377011,28.37604306,44.26354966,36.57187137,30.04137407,21.43652099,35.95929973,70.7046102,35.79677173
ENSG00000149591,TAGLN,1.350141181,1.287158872,1.047270482,3.135889092,2.172005202,1.732861291,0.385488649,1.284764929,2.735649681,1.726434147
ENSG00000160613,PCSK7,26.71643003,24.49562346,20.09761925,31.91004718,21.1525912,20.99369122,38.29745931,10.57460365,41.73242768,34.39117933
ENSG00000167257,RNF214,22.27051058,16.93108978,20.66281284,16.32562867,18.13917858,19.70554654,22.60974731,25.90707303,15.47753477,16.91294337
ENSG00000186318,BACE1,29.25305891,20.89157862,32.36564489,33.43047826,33.94981103,26.51431126,0,0,0.128520455,100.6984731
ENSG00000110274,CEP164,17.0881505,12.93099605,17.37139133,21.95122364,14.26479092,18.72410298,13.860831,14.52772651,30.82654909,23.63534181
ENSG00000137731,FXYD2,0.068188949,0,0.116363387,0.057016165,0,0.046005167,0,0,0,0.198616318
ENSG00000254528,---,0.177291266,0.178221998,0.182856751,0.095026942,0.17610853,0.168685612,0,0,0,0.656961666
ENSG00000137726,FXYD6,0.422771481,0.415851328,0.382336843,0.24707005,0.645731276,0.536726949,0,0,0,1.60420872
ENSG00000137747,TMPRSS13,0.204566846,0.37624644,0.282596797,0.589167041,0.684866505,0.444716615,0.08380188,0.296484214,0.312121104,0.993081589
ENSG00000110324,IL10RA,8.523618564,4.851598825,8.993227472,8.609440961,9.41202254,9.8604408,0.854779179,11.449938,10.29999645,14.07120221
ENSG00000137648,TMPRSS4,2.468439936,2.198071305,4.305445315,0,6.320339461,7.100130778,0,13.08766033,0,0
ENSG00000177098,SCN4B,0.204566846,0.059407333,0,0.057016165,0.17610853,0.076675278,0,0,0,0.137503605
ENSG00000160593,JAML,0.804629592,1.207949095,0.581816934,3.325942976,0.84140742,0.966108508,0.988862188,0,5.049017867,1.726434147
ENSG00000160588,MPZL3,2.086581824,3.861476616,1.279997256,2.641748992,1.311030167,2.192912962,1.625756478,1.793023583,1.634045782,1.848659573
ENSG00000198851,CD3E,1.895652769,1.009924653,0.315843479,3.40196453,0.371784674,0.935438396,0.921820684,0.155301255,4.828697087,0
ENSG00000167286,CD3D,2.359337618,3.069378849,4.371938679,0.133037719,10.3121328,7.774873228,0.050281128,14.58419969,0.055080195,0.198616318
ENSG00000160654,CD3G,0.177291266,0.099012221,0.216103433,0,0.293514216,0.199355724,0,0.409430582,0,0
ENSG00000110344,UBE4A,35.41733986,47.07040983,45.86379777,42.17295694,48.50811617,53.25864836,38.86731209,65.60772118,40.55738352,28.73825336
ENSG00000167283,ATP5MG,262.7592942,303.3536425,211.7979875,319.4615742,309.6574983,276.537059,211.4656648,272.892542,302.8125516,263.0443956
ENSG00000118058,KMT2A,39.23592097,23.58471102,58.29805683,30.88375621,38.80257941,41.75735661,40.07405917,75.71642106,47.38732769,43.25252274
ENSG00000255435,TTC36-AS1,0.122740107,0.099012221,0,0.133037719,0.097838072,0,0,0.042354888,0.128520455,0.076390891
ENSG00000149582,TMEM25,1.159212125,0.37624644,0.315843479,1.349382579,1.389300624,0.475386726,0,0.748269684,2.625489291,0.412510814
ENSG00000118096,IFT46,13.59687633,14.23795737,10.4228348,16.51568255,15.3214421,14.27693683,10.20706902,14.41478014,17.86434322,14.46843484
ENSG00000095139,ARCN1,241.047933,189.4895884,265.4913788,252.71465,224.0296176,239.2728737,231.9133236,276.9586112,245.2353878,291.8284835
ENSG00000019144,PHLDB1,10.76021608,8.732877886,15.01087691,5.834654249,19.1175593,17.00657675,0.150843385,22.43397223,0.459001624,21.9547422
ENSG00000110367,DDX6,67.19338986,46.91199027,101.7182235,73.79792329,52.14769245,80.03365557,111.4397404,86.84163826,103.3120856,78.51455823
ENSG00000160683,CXCR5,31.27145179,8.178409448,0.149610069,63.23092732,13.36468065,14.9823494,0.486050906,0,106.7637778,0.320841744
ENSG00000186174,BCL9L,25.84361149,14.4755867,22.92358722,23.31961161,26.7097937,22.18982556,13.25745747,28.47660289,32.36879454,32.61891065
ENSG00000110375,UPK2,0.068188949,0,0,0.095026942,0.17610853,0.168685612,0,0,0.091800325,0.076390891
ENSG00000255121,---,1.268314442,1.009924653,1.745450803,1.691479571,1.506706311,0.935438396,1.324069709,1.14358197,2.662209421,2.94868841
ENSG00000186166,CENATAC,3.395809636,5.524881928,3.341291538,4.504277059,3.698279127,3.757088641,3.804605366,1.256528338,3.32317176,5.240415154
ENSG00000118181,RPS25,1516.672231,1865.013996,1327.689621,1987.146399,1668.980537,1414.490201,1377.417986,1208.62496,1503.817842,1740.41368
ENSG00000196655,TRAPPC4,46.73670531,55.46664616,47.49288519,46.08806695,72.88936375,59.48468097,39.0684366,90.1735561,49.55381536,26.14096305
ENSG00000137700,SLC37A4,46.2184693,58.59543234,48.9557392,32.29015495,41.11155792,42.12539794,77.98602982,60.3274785,31.89143285,27.5159991
ENSG00000149428,HYOU1,194.8703771,165.0533723,221.5392653,141.989257,168.5358631,187.839097,292.2506774,211.873267,122.6268739,226.9878949
ENSG00000271751,---,0.040913369,0.138617109,0.049870023,0.057016165,0.489190361,0.291366058,0.217884889,0.098828071,0.091800325,0.259729031
ENSG00000272186,---,0.204566846,0,0.116363387,0.095026942,0.097838072,0.168685612,0.050281128,0.098828071,0.128520455,0.106947248
ENSG00000160695,VPS11,65.01134351,60.06081321,65.81180695,51.21952183,66.66686236,57.18442262,65.98560056,55.07547242,36.44472897,96.63447769
ENSG00000256269,HMBS,97.41473184,98.08150605,97.19667473,58.70764487,140.4367688,140.6377956,64.00787619,192.1076527,58.84400823,54.34448018
ENSG00000188486,H2AX,95.04175644,149.4094414,78.47879278,61.71049625,113.3943256,109.8143337,108.121186,73.65514986,46.57948483,70.20322924
ENSG00000172269,DPAGT1,76.87622055,91.98235324,73.85750399,52.32183436,74.80698996,72.30478751,125.5854978,84.52623772,32.29535428,66.2920156
ENSG00000172375,C2CD2L,19.84298402,21.9609106,21.75995335,14.61514371,24.12686859,24.73544481,19.89456639,26.33062191,14.96345295,23.14644011
ENSG00000172273,HINFP,22.57054196,24.21838924,20.03112588,19.02439382,25.53573683,19.52152588,23.1796001,17.04078319,14.44937113,30.47996569
ENSG00000160703,NLRX1,30.45318441,22.95103281,25.41708836,29.51536824,30.34936998,22.34317612,15.63743087,1.397711297,14.81657243,85.29806939
ENSG00000248712,CCDC153,0.47732264,0.534665993,0.881037072,0.513145488,1.19362448,0.966108508,0.150843385,0.720033092,0.165240585,1.268088798
ENSG00000110395,CBL,70.57556171,47.11001472,83.89800194,78.16916263,67.60610785,70.89396239,58.24230682,71.62211525,91.96556544,123.1573952
ENSG00000076706,MCAM,9.396437105,6.277374807,17.37139133,0.551156265,19.15669453,21.760444,0.150843385,47.45159262,0.348841234,0.106947248
ENSG00000173456,RNF26,105.5974057,114.0422761,105.5083452,79.27147516,109.4416675,108.4035086,114.4566081,102.8235492,58.29320628,156.9527256
ENSG00000036672,USP2,9.805570796,6.950657909,7.563620147,19.17643693,12.81678745,14.1849265,0.653654666,10.12281818,29.94526597,5.973767711
ENSG00000254740,---,0.313669163,0,0.149610069,0.171048496,0.17610853,0.199355724,0,0.042354888,0.128520455,0.290285388
ENSG00000245248,---,2.441164357,2.950564184,1.978177577,4.276212398,2.993845008,3.205026636,2.061526256,3.684875237,4.791976957,2.887575697
ENSG00000154096,THY1,39.20864539,12.05968851,0.482076889,97.74471272,23.53984016,23.75400124,0,0,165.3323851,1.054194302
ENSG00000110400,NECTIN1,107.0430114,161.251303,93.70577312,42.97118325,6.711691749,26.42230093,422.2106334,0.465903766,10.4835971,21.74084771
ENSG00000254854,NECTIN1-DT,0,0,0.083116705,0,0,0.138015501,0.08380188,0,0,0.137503605
ENSG00000137699,TRIM29,0,0,0.049870023,0,0,0.076675278,0,0.268247623,0,0
ENSG00000184232,OAF,40.08146394,52.85272353,38.58277442,35.93918953,51.36498788,36.17539634,30.3195203,5.689673259,0.789482794,108.2764495
ENSG00000137709,POU2F3,0.122740107,0,0.116363387,0,0.058702843,0.046005167,0,0,0,0.168059961
ENSG00000181264,TLCD5,0.395495901,0.970319765,1.246750574,0.551156265,1.037083565,1.548840623,0,2.131862685,0,1.512539651
ENSG00000196914,ARHGEF12,60.34721943,26.67389232,95.23512049,42.8951617,84.23858012,95.92077326,0.050281128,200.2397912,62.3691407,48.35543429
ENSG00000154114,TBCEL,11.14207419,9.010112104,10.12361466,17.04783343,8.198830446,8.541626012,11.91662738,3.515455686,15.00017308,13.5823005
ENSG00000109927,TECTA,0.368220322,0.178221998,0.182856751,0.171048496,0.17610853,0.260695946,0.251405641,0.155301255,0.605882144,0.198616318
ENSG00000109929,SC5D,64.4931075,57.20926125,69.36920192,78.20717341,65.61021118,63.77849656,62.33183858,78.51184366,79.407281,64.73364142
ENSG00000232460,---,0.177291266,0,0.049870023,0.171048496,0,0,0,0.240011031,0.165240585,0
ENSG00000137642,SORL1,85.24982343,62.08066252,67.90634792,136.4776943,36.18051908,40.77591304,160.5476423,0.042354888,216.1530449,66.93369909
ENSG00000154127,UBASH3B,14.11511234,19.03014886,16.90593778,11.30820612,8.668453192,6.977450333,29.81670902,0.38119399,0.422281494,21.12972058
ENSG00000109943,CRTAM,0,0.178221998,0.083116705,0.209059273,0,0.076675278,0,0,0.165240585,0.198616318
ENSG00000109944,JHY,0.804629592,0.534665993,1.612464075,0.703199372,1.232759709,0.782087839,0.050281128,0,0,4.232055386
ENSG00000213184,---,0.259118004,0.297036663,0.216103433,0,0.332649445,0.230025835,0.08380188,0.240011031,0.238680845,0.351398101
ENSG00000109971,HSPA8,2974.497399,3132.410028,2813.483838,3059.24036,3472.840641,2978.75789,2449.277556,4235.55937,2940.529646,2594.76941
ENSG00000200879,SNORD14E,0,0.059407333,0.116363387,0,0,0,0.117322632,0.098828071,0.055080195,0.137503605
ENSG00000254667,---,0.313669163,0.138617109,0.349090161,0.133037719,0.489190361,0.414046503,0.351967897,0,0,1.359757868
ENSG00000255414,---,0,0.138617109,0.049870023,0.057016165,0.17610853,0,0,0,0,0.106947248
ENSG00000023171,GRAMD1B,23.74339187,26.07981899,24.22020781,15.33734847,6.281204232,8.786986903,65.8179968,0,1.560605522,31.97722716
ENSG00000254449,---,1.541070236,1.762417532,1.645710757,1.843522678,1.467571082,1.272809621,1.424631965,1.623604032,1.266844483,0.901412519
ENSG00000166257,SCN3B,0,0,0,0.057016165,0,0.10734539,0,0.042354888,0.201960715,0.076390891
ENSG00000166261,ZNF202,14.44241929,13.72309382,16.80619773,15.86949934,12.73851699,14.89033906,18.05092502,13.85004831,14.33921074,17.310176
ENSG00000110002,VWA5A,2.850298048,3.188193514,3.607264993,1.083307141,4.872335993,4.615851759,0.519571658,7.045029668,0,3.284808332
ENSG00000255425,---,0.231842425,0.732690435,0.51532357,0,0.567460818,0.536726949,0,1.510657664,0,0
ENSG00000255298,OR8G5,0.204566846,0.138617109,0.315843479,0,0.606596047,0.199355724,0,0.663559909,0,0
ENSG00000255510,OR8A2P,0.122740107,0,0,0,0,0.046005167,0,0.324720806,0,0
ENSG00000196119,OR8A1,0.122740107,0.059407333,0.216103433,0,0.215243759,0.168685612,0,0.352957398,0,0
ENSG00000154143,PANX3,0,0,0.182856751,0,0,0.383376392,0,0.268247623,0,0
ENSG00000154144,TBRG1,29.63491702,30.99082515,28.77500324,33.43047826,25.84881866,24.09137247,45.13569274,21.92571358,25.9427718,35.36898274
ENSG00000110013,SIAE,12.39675084,10.43588809,14.74490345,11.27019534,13.0124636,13.6328645,5.212476956,10.63107683,2.515328901,30.29662755
ENSG00000064199,SPA17,10.81476723,11.70324451,12.98282931,11.3462169,12.85592268,13.60219438,10.44171429,15.40306086,4.057574358,15.14067469
ENSG00000154146,NRGN,21.28858973,23.26787192,20.03112588,24.87805346,29.17531311,23.69266102,3.502918597,3.995477748,10.55703736,68.73652413
ENSG00000255045,---,0.177291266,0.178221998,0,0.24707005,0.058702843,0,0,0,0.348841234,0
ENSG00000149564,ESAM,0.177291266,0.37624644,0.349090161,0.931264033,0.880542649,0.812757951,0,0.098828071,0.569162014,1.237532442
ENSG00000250073,ESAM-AS1,0.040913369,0,0.049870023,0.209059273,0.136973301,0.168685612,0,0.155301255,0.422281494,0.320841744
ENSG00000120458,MSANTD2,2.986675945,1.841627309,2.643111216,3.021856761,2.641627948,3.174356525,2.095047008,2.385992012,3.690373059,3.315364689
ENSG00000245498,MSANTD2-AS1,0.095464528,0,0.116363387,0,0.215243759,0,0,0.07059148,0.128520455,0
ENSG00000154134,ROBO3,3.232156159,3.980291281,3.308044856,3.363953753,3.698279127,3.358377193,0.08380188,0.098828071,0,13.55174414
ENSG00000154133,ROBO4,0.313669163,0.574270881,0.382336843,0.627177818,1.467571082,0.475386726,0,0,0,2.093110426
ENSG00000149548,CCDC15,5.768785044,5.326857486,7.297646692,5.986697357,6.476880376,7.253481335,3.972209127,7.750944465,4.388055528,8.75439616
ENSG00000134955,SLC37A2,13.78780539,7.267497016,15.77555059,13.55084195,13.12986928,9.40038913,0.486050906,0,0,55.84174165
ENSG00000203306,---,0.095464528,0.099012221,0,0,0,0.046005167,0,0,0,0.168059961
