,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
SUDHL4_n1,1.59635173058934,1.56641721234799,1.37418147801684,0.797474275023386,0.648269410664172,0.360149672591207,0.198783910196445,0.00187090739008419,0,0
SUDHL4_n2,1.24277673545966,1.32870544090056,1.13696060037523,0.587992495309568,0.566228893058161,0.320450281425891,0.183114446529081,0.00150093808630394,0,0
K562_n1,0.991259035131955,1.03608449599372,1.01708970695355,0.936235781924133,0.627108197456155,0.352216058721354,0.0901552081582339,0,0,0
K562_n2,1.0153627311522,1.01530583214794,1.02036984352774,0.940654338549075,0.652631578947368,0.389246088193457,0.0922901849217639,0,0,0.00660028449502134
HL60_n1,1.44139194139194,1.5989010989011,1.07692307692308,0.355311355311355,0.0128205128205128,0,0,0,0,0
HL60_n2,1.00478468899522,1.12121212121212,0.854864433811802,0.323763955342903,0.00318979266347687,0,0,0,0,0
THP1_n2,1.06019922044175,1.04785621481161,1.05716760502382,1.0974447812906,0.499133824166306,0.0348635773061932,0.0580337808575141,0,0,0.00086617583369424
THP1_n1,1.15174129353234,1.16734509271823,1.19877883310719,1.20737222976029,0.543419267299864,0.0332428765264586,0.054726368159204,0,0,0
BULK1_n1,1.4035934566908,1.34164655403593,1.33226065969429,1.11906677393403,0.6532582461786,0.256637168141593,0.103244837758112,0,0,0
BULK1_n2,1.18950034538338,1.20492746949114,1.10315450149666,0.995164632742344,0.61432189730601,0.236011973290352,0.0826617545475478,0,0,0
BULK2_n1,1.15927035121154,1.09338415464198,1.11407568744895,0.919411924857065,0.495507759324803,0.172338687721209,0.0416553226245576,0,0,0
BULK2_n2,1.21672771672772,1.28724053724054,1.18956043956044,1.00702075702076,0.546398046398046,0.205433455433455,0.0634920634920635,0,0,0
BULK3_n1,1.01436648438224,1.01149318750579,1.00101955695616,0.878765409213087,0.431365279451293,0.168412271758272,0.0429140791546946,0,0,0.000463434980072296
BULK3_n2,1.07158070191684,1.02629873136402,1.01259375868136,0.86035744050375,0.457264561533475,0.16603389202704,0.0379664783776276,0,0,0.000833410500972312
BULK4_n1,1.54476721050537,1.37843215280541,1.22363708714684,1.05212892956626,0.768802228412256,0.314365300437724,0.151611619578193,0,0,0
BULK4_n2,1.42239288601455,1.42077607113985,1.28658043654002,1.14510913500404,0.799514955537591,0.295472918350849,0.138641875505255,0.00404203718674212,0,0
BULK5_n1,0.953768763973172,0.98275311402108,0.949856275950176,0.867534334078569,0.460954966464388,0.219019482593421,0.0556531459597573,0,0,0.00415202810603641
BULK5_n2,0.983521033454786,0.978386883073866,1.01366346472342,0.838025836369659,0.451059953627029,0.229214971844982,0.0611957601854919,0,0,0.00563100364359059
BULK6_n1,0.923411016949153,0.979978813559322,0.951377118644068,0.861546610169492,0.447775423728814,0.219703389830508,0.0613347457627119,0,0,0.00254237288135593
BULK6_n2,1.14248640632724,1.13902619871478,1.08601087493821,0.912259021255561,0.520019772614928,0.235170538803757,0.0606772120612951,0,0,0
