,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
SUDHL4_n1,1.3365179132621,1.22514142049026,1.09088623507228,0.871275927089881,0.703205531112508,0.419233186675047,0.163670647391578,0.077561282212445,0.0433689503456945,0.0267756128221244
SUDHL4_n2,1.00209594783419,1.09315323707499,0.974499301350722,0.790870982766651,0.632743362831858,0.373893805309735,0.145319049836982,0.063809967396367,0.0342338146250582,0.0267815556590592
K562_n1,0.961327014218009,0.934454976303318,0.997345971563981,1.04497630331754,1.03554502369668,0.91260663507109,0.779383886255924,0.706350710900474,0.651184834123223,0.578483412322275
K562_n2,0.950240549828179,0.941672394043528,0.967605956471936,1.00774341351661,0.998579610538373,0.877938144329897,0.757205040091638,0.695670103092784,0.630194730813287,0.528247422680412
HL60_n1,1.36673151750973,1.43628404669261,1.30058365758755,1.31809338521401,0.975194552529183,0.778210116731518,0.358463035019455,0.134241245136187,0.00194552529182879,0
HL60_n2,1.1496138996139,1.24131274131274,1.1988416988417,1.08156370656371,0.88030888030888,0.777509652509653,0.378861003861004,0.0955598455598456,0,0
THP1_n2,1.0830899385638,1.0576090240709,1.04310605297613,1.04078960620405,0.970087622117031,0.834726558565817,0.593513949038171,0.436398428844798,0.359552825057911,0.300735220062443
THP1_n1,1.04903135610146,1.02686239265029,1.03475134811264,1.01428000798882,0.944178150589175,0.806470940683044,0.56041541841422,0.433293389255043,0.356600758937487,0.319852206910326
BULK1_n1,0.945629973941827,0.89788013240369,0.872244524262272,0.775899711247271,0.6827241355025,0.496091274033383,0.324459468976688,0.249665469399253,0.20987393478414,0.171631805056694
BULK1_n2,1.14232475598935,1.17142857142857,1.1131322094055,1.0055900621118,0.876486246672582,0.539574090505768,0.34472049689441,0.280567879325643,0.218012422360248,0.186601597160603
BULK2_n1,1.06378881489208,1.12581240471797,0.988365562063709,0.897135521142582,0.73810479017893,0.51945759447966,0.369894888871058,0.280831260531172,0.219128620717323,0.183503169381369
BULK2_n2,1.22672096483671,1.15968360873992,1.08520635915107,1.00446393609523,0.774767013861696,0.528937269950662,0.354530503563317,0.282481008692928,0.210509828490876,0.156237763333072
BULK3_n1,1.04640007379733,1.03044140030441,1.03546884368802,1.00230616668973,0.91162769244961,0.727641713943084,0.511646141783128,0.425072644250726,0.331257783312578,0.273096259397629
BULK3_n2,1.01999002765061,1.02955441729749,0.99279271111917,0.97688228094828,0.900321834912289,0.707266216399982,0.513847967000589,0.428131091065682,0.325687865463941,0.273786319749785
BULK4_n1,1.01176596427425,1.01871857952722,0.982244090277035,0.836560059899454,0.696438121724249,0.492245159910151,0.294790886725853,0.204620815060434,0.164937426462723,0.141619424537384
BULK4_n2,1.14364508393285,1.13669064748201,1.04760191846523,0.893045563549161,0.758872901678657,0.592326139088729,0.348081534772182,0.239088729016787,0.177697841726619,0.153597122302158
BULK5_n1,1.03390536102502,1.02016744530274,1.01096257921273,0.984689393588973,0.886534992367825,0.70451917294972,0.546278736296776,0.451315972061612,0.374161617096073,0.313613025579352
BULK5_n2,1.0137335152342,1.01709868121874,1.00513869940882,0.982037289677126,0.894906775807185,0.701637107776262,0.535788994997726,0.444838562983174,0.374761255115962,0.310004547521601
BULK6_n1,1.03450366018557,1.03221895836248,1.01431435632023,0.960833683032592,0.842542080477456,0.604839837739544,0.455774700424302,0.383829906280599,0.303492329929594,0.248985872149951
BULK6_n2,1.04350348027842,1.04466357308585,1.04432521268368,0.968049110595514,0.862287316318639,0.648443542150039,0.470997679814385,0.392933101314772,0.306409512761021,0.249033255993813
