,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
THP1_n1,1.55549923973644,1.51089711099848,1.41206284845413,1.53471870248353,1.68068930562595,1.90015205271161,2.09883426254435,2.32032437911809,2.48656867714141,0.290420679168779
THP1_n2,1.38188277087034,1.35479573712256,1.21625222024867,1.39387211367673,1.49067495559503,1.74955595026643,1.89387211367673,2.14564831261101,2.15586145648313,0.252664298401421
K562_n1,0.991064079952969,0.98477366255144,0.987419165196943,0.966784244562022,0.868724279835391,0.414520870076426,0.00317460317460317,0,0,0
K562_n2,1.06841772151899,1.04651898734177,1.06253164556962,1.01651898734177,0.948291139240506,0.486518987341772,0,0,0,0
HL60_n1,1.32588454376164,1.13221601489758,1.14897579143389,1.1098696461825,1.19553072625698,1.36685288640596,1.52141527001862,1.67597765363128,1.91620111731844,0.789571694599628
HL60_n2,1.06878306878307,1.00705467372134,0.843033509700176,0.911816578483245,0.918871252204586,1.01763668430335,1.22222222222222,1.331569664903,1.93298059964727,0.6331569664903
SUDHL4_n2,1.06867156050201,1.05091167416529,1.08524745441629,1.06961875443997,1.08169547714895,1.09803457257874,1.11461046649301,1.07222353776936,1.17546767700687,1.18091404215013
SUDHL4_n1,1.05640314378178,1.04230235783634,1.00577901063338,1.01964863615349,1.03860379103098,1.07304669440592,1.10332871012483,1.09801202034212,1.14909847434119,1.2332408691632
BULK1_n1,1.2285802660068,1.30312403340551,1.15836684194247,1.03495205691308,1.08722548716363,0.933188988555521,0.914321064027219,0.982060006186205,1.08660686668729,0.674914939684504
BULK1_n2,1.02585365853659,1.05170731707317,1.13585365853659,1.23536585365854,1.03829268292683,0.789512195121951,0.869512195121951,0.860243902439024,0.964634146341463,0.51219512195122
BULK2_n1,1.06225352112676,1.10422535211268,1.14112676056338,0.985352112676056,0.957464788732394,0.722253521126761,0.525352112676056,0.590704225352113,0.664507042253521,0.488732394366197
BULK2_n2,1.34368669817691,1.30216070222822,1.25658338960162,1.28392977717758,1.21303173531398,0.915935178933153,0.721134368669818,0.690411883862255,0.785955435516543,0.612424037812289
BULK3_n1,1.07270330561752,1.07077671871831,1.06246197525857,0.987933482052322,0.915737172987224,0.488643277225715,0.253295477590752,0.232204421009937,0.25238288379639,0.210707767187183
BULK3_n2,1.10299105766266,1.07061362935554,1.03237742830712,1.07688354404358,0.959605303731113,0.508171446191798,0.257169287696577,0.241237537259739,0.261486278137527,0.226333641689793
BULK4_n1,1.42463657230298,1.34965570007651,1.3079571537873,1.27773527161438,1.33282325937261,1.47704667176741,1.60788064269319,1.74521805661821,1.89632746748279,1.0761285386381
BULK4_n2,1.33700607902736,1.20668693009119,1.36740121580547,1.22796352583587,1.31079027355623,1.33890577507599,1.63601823708207,1.78761398176292,1.9080547112462,1.04787234042553
BULK5_n1,1.0271880506839,1.06343878492909,1.0716623311236,0.994293865905849,0.866493244944197,0.510866828899891,0.266761768901569,0.256104724343375,0.285054963497525,0.236804564907275
BULK5_n2,1.0091782838341,1.10329898692527,1.09256212659105,1.09853666984154,0.924149276993679,0.524287817127024,0.287557364273963,0.280976707940081,0.292059918607672,0.249112477270759
BULK6_n1,1.03323097170432,1.01030927835052,1.05373985523141,1.01787672735249,0.932770344373766,0.506690063610441,0.342618995393727,0.308729984645756,0.358960298311033,0.248958104847554
BULK6_n2,1.06532363809751,1.09822386458457,1.03921802360234,1.03862200500656,0.880438669686494,0.490523304327095,0.323876504946954,0.3158898557635,0.339492192156395,0.248062939563714
