,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
SUDHL4_n1,0.380662352493338,0.326608298439284,0.310874254536226,0.325593198832635,0.330288034513387,0.336505519604111,0.327496510595102,0.305164319248826,0.284354777312524,0
SUDHL4_n2,0.396736913664174,0.354180829367777,0.365465669612508,0.372263766145479,0.32331747110809,0.301291638341264,0.291910265125765,0.305914343983685,0.285656016315432,0
K562_n1,1.21624158109749,1.13950535497405,1.07408634205587,1.04195649773656,1.0094954179088,1.02843104780832,1.01319421441979,0.956773766147731,0.897758639726179,0.445622170696699
K562_n2,1.11285913240831,1.0504977562284,1.00453912415536,0.971630474028989,0.962552225718265,0.948883272295868,0.945839995873524,0.931500490019085,0.889100943931501,0.448186929385671
HL60_n1,0.955133735979293,0.751509922346851,0.71786022433132,0.662640207075065,0.641932700603969,0.681190681622088,0.680759275237274,0.562985332182916,0.450819672131148,0
HL60_n2,0.863020329138432,0.728460793804453,0.691674733785092,0.709583736689255,0.739109390125847,0.711035818005808,0.681026137463698,0.672313649564376,0.580348499515973,0
THP1_n2,0.921863340795224,0.75802153288562,0.645453576377785,0.623494296983264,0.582134100842128,0.578189958426607,0.59044877944782,0.586078243257648,0.590342181004157,0.272465622001919
THP1_n1,0.859131126354508,0.664280743612685,0.588229446267025,0.551943533154389,0.52987374490506,0.518739437319813,0.54190277363555,0.540212744805647,0.541306292872055,0.143453623620638
BULK1_n1,0.617911172235256,0.433540975649219,0.393414772267616,0.376749453927676,0.364290914974517,0.382736024593479,0.358304344308713,0.333144567591619,0.31154437343257,0.0568724213251355
BULK1_n2,0.636125196712712,0.484437838783004,0.43984962406015,0.385731771288687,0.384158069592586,0.386343766392726,0.339394999125721,0.311155796467914,0.296380486098968,0.0243923762895611
BULK2_n1,0.80692516355513,0.52513164193394,0.411839795755545,0.382559438327749,0.396441678634115,0.365246529439923,0.338439444710388,0.313228019786182,0.301180788255944,0.0544119993617361
BULK2_n2,0.797303842428156,0.522441072005166,0.451485308362932,0.449628672909267,0.406683887633193,0.396351307717146,0.384565708750404,0.326041330319664,0.298676138198256,0.0515014530190507
BULK3_n1,0.852826510721248,0.658776571057273,0.56971131532535,0.540193075280795,0.524273647080665,0.482409728023763,0.465515640954237,0.437946718648473,0.440406571985519,0.0937993130975587
BULK3_n2,0.889699807215643,0.69016799779675,0.595474157715964,0.566464702102268,0.522721013494905,0.497108234646103,0.5,0.448453135040852,0.450151473423299,0.101670797760029
BULK4_n1,0.722335696263367,0.562657695542473,0.453562417397573,0.401297609035204,0.403580439745284,0.38423645320197,0.369097681124595,0.359005166406344,0.353117866154031,0.0210260723296888
BULK4_n2,0.719063545150502,0.557591973244147,0.457792642140468,0.470501672240803,0.468494983277592,0.394515050167224,0.419665551839465,0.41123745819398,0.391839464882943,0.0432107023411371
BULK5_n1,0.925976406448278,0.756685622973164,0.667011326784791,0.641725807209663,0.601776566245241,0.565117262772007,0.532546881609249,0.499365512055271,0.481082859425671,0.29238144475255
BULK5_n2,0.910400677998022,0.717783323131974,0.617260699656293,0.593295352888554,0.582560384198879,0.541598003672489,0.539432176656151,0.505956024294929,0.448279109185932,0.114459249493856
BULK6_n1,0.760570026425066,0.552000755001887,0.479945262363156,0.483861834654587,0.445026425066063,0.429643261608154,0.4120422801057,0.387268780671952,0.36164590411476,0.100745564363911
BULK6_n2,0.758717687569717,0.589116833988069,0.502691692128619,0.501867209854988,0.475095785440613,0.406033270284689,0.394975508026577,0.378679858383045,0.352635918327756,0.0973374072457442
