,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
SUDHL4_n1,1.06427061310782,1.17029598308668,1.14598308668076,1.02706131078224,0.99630021141649,0.735517970401691,0.230549682875264,0.0665961945031713,0,0.00591966173361522
SUDHL4_n2,1.10956694378955,1.22459362203747,1.2317905447326,1.22930884725152,1.03598461347562,0.69115274847996,0.263308102742276,0.0816478471274352,0,0.000992678992430823
K562_n1,0.960950921669685,0.936481404095278,0.938617263314296,0.958304313506988,1.00208942749687,0.923573385336862,0.59585829038399,0.356734921298231,0.0791196545479872,0
K562_n2,0.96709323583181,0.946749167955749,0.954155533680214,0.976093376459007,0.993343645994469,0.898232784887264,0.570758918108095,0.328927014484601,0.0675479304364131,0
HL60_n1,1.24324324324324,1.43443443443443,1.34284284284284,1.33333333333333,1.44694694694695,1.17867867867868,0.85035035035035,0,0,0
HL60_n2,1.23050345508391,1.34896347482725,1.43780848963475,1.3390918065153,1.11352418558736,0.723099703849951,0.582428430404738,0,0,0
THP1_n2,1.14432989690722,1.13004725085911,1.12639604810997,1.11705326460481,1.10030068728522,0.374355670103093,0.0562714776632302,0.024377147766323,0,0
THP1_n1,1.05900653323654,1.08804314010163,1.09862076117391,1.04884372083377,1.05454734003941,0.534169864150161,0.112516851602198,0.0447993363061288,0.000414808669501193,0
BULK1_n1,1.18539521898447,1.09492235212005,1.13426976094922,1.08061420345489,0.951579131041703,0.430814866515442,0.170738091083581,0.109230500785203,0.0150933519455592,0
BULK1_n2,1.22381040206566,1.14588712652158,1.2038915529325,1.16405385466617,0.963943194393213,0.583917373662855,0.171800073773515,0.109830320914792,0.0181667281445961,0
BULK2_n1,1.14476558561586,1.19475718366661,1.124516887918,1.17929759704251,1.14132078642245,1.12871786254411,0.375903209544614,0.106032599563099,0.0268862376071249,0
BULK2_n2,1.18088247701004,1.17522989960348,1.16856492027335,1.24854467223488,1.08580106302202,1.09162237408251,0.322871846789842,0.09786551927782,0.0212604403948367,0
BULK3_n1,1.02503413746017,1.01811561219845,1.02608101957214,0.993946290395995,0.9854802002731,0.890304961310878,0.311470186618116,0.150068274920346,0.0498862084660901,0
BULK3_n2,1.04371736217016,1.03586117657932,1.03683164656407,1.03285734091224,1.01871620684875,0.831692776930542,0.424649937612644,0.18596053422062,0.0585054762234854,0
BULK4_n1,1.07146420553754,1.05874282863557,1.15290596158643,1.12708904963831,1.05849338987279,1.01097530556248,0.995385382888501,0.552132701421801,0.0229483661761038,0
BULK4_n2,1.14998767562238,1.12842001478925,1.26509736258319,1.44441705693862,0.597978802070495,0.869854572344097,1.20667981266946,0.561621888094651,0.00184865664283954,0
BULK5_n1,1.04751417459351,1.04479640129329,1.0426877840776,1.04273464223795,1.02028958343095,1.0034675038658,0.837355325429924,0.566749449416616,0.123096387235837,0
BULK5_n2,1.02239496575976,1.0272533777531,1.0312326485286,1.04317046085508,1.0366925781973,0.97121969276328,1.00573755321118,1.02049787155284,0.139505830094392,0
BULK6_n1,1.04356416558238,1.06708110452508,1.05392511204279,1.04756397282059,1.02910703098646,0.872680834658571,0.412462050021686,0.243409956146692,0.0790323357910462,0
BULK6_n2,1.02728011084038,1.02159476374755,1.03492427499881,1.03607089962257,1.00191104103961,0.884907553389709,0.349386078066026,0.213081075916105,0.0681763890879557,0
